year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,1,1,1058,1100,-2,1210,1216,-6,US,2171,N951UW,LGA,DCA,50,214,11,0,2013-01-01T16:00:00Z
2013,1,1,1059,1053,6,1342,1351,-9,UA,369,N451UA,EWR,LAS,325,2227,10,53,2013-01-01T15:00:00Z
2013,1,1,1103,1100,3,1410,1421,-11,DL,2071,N339NW,LGA,MIA,155,1096,11,0,2013-01-01T16:00:00Z
2013,1,1,1111,1115,-4,1222,1226,-4,B6,24,N279JB,JFK,BTV,52,266,11,15,2013-01-01T16:00:00Z
2013,1,1,1112,1100,12,1440,1438,2,UA,285,N517UA,JFK,SFO,364,2586,11,0,2013-01-01T16:00:00Z
2013,1,1,1133,1130,3,1448,1450,-2,VX,409,N839VA,JFK,LAX,347,2475,11,30,2013-01-01T16:00:00Z
2013,1,1,1137,1140,-3,1445,1451,-6,DL,2175,N999DN,LGA,PBI,153,1035,11,40,2013-01-01T16:00:00Z
2013,1,1,1143,1145,-2,1512,1507,5,UA,1010,N39726,EWR,SNA,371,2434,11,45,2013-01-01T16:00:00Z
2013,1,1,1158,1205,-7,1530,1520,10,AA,743,N426AA,LGA,DFW,248,1389,12,5,2013-01-01T17:00:00Z
2013,1,1,1230,1235,-5,1440,1438,2,EV,5311,N741EV,EWR,DTW,108,488,12,35,2013-01-01T17:00:00Z
2013,1,1,1231,1238,-7,1449,1446,3,DL,1131,N920DL,LGA,DTW,108,502,12,38,2013-01-01T17:00:00Z
2013,1,1,1255,1259,-4,1501,1502,-1,US,1459,N540UW,LGA,CLT,100,544,12,59,2013-01-01T17:00:00Z
2013,1,1,1408,1411,-3,1646,1640,6,FL,349,N895AT,LGA,ATL,133,762,14,11,2013-01-01T19:00:00Z
2013,1,1,1445,1455,-10,1635,1645,-10,AA,337,N4UCAA,LGA,ORD,147,733,14,55,2013-01-01T19:00:00Z
2013,1,1,1446,1455,-9,1803,1825,-22,AA,1769,N5EWAA,JFK,MIA,161,1089,14,55,2013-01-01T19:00:00Z
2013,1,1,1500,1459,1,1809,1806,3,B6,377,N633JB,LGA,FLL,167,1076,14,59,2013-01-01T19:00:00Z
2013,1,1,1513,1515,-2,1705,1700,5,MQ,4333,N635MQ,JFK,PIT,79,340,15,15,2013-01-01T20:00:00Z
2013,1,1,1520,1525,-5,1643,1655,-12,MQ,3823,N509MQ,JFK,DCA,57,213,15,25,2013-01-01T20:00:00Z
2013,1,1,1527,1530,-3,1841,1855,-14,AA,1039,N3HYAA,JFK,FLL,163,1069,15,30,2013-01-01T20:00:00Z
2013,1,1,1543,1550,-7,1933,1925,8,DL,1773,N688DL,JFK,SLC,320,1990,15,50,2013-01-01T20:00:00Z
2013,1,1,1543,1543,0,1731,1733,-2,UA,636,N413UA,LGA,CLE,88,419,15,43,2013-01-01T20:00:00Z
2013,1,1,1547,1545,2,1823,1815,8,DL,1942,N994DL,EWR,ATL,129,746,15,45,2013-01-01T20:00:00Z
2013,1,1,1557,1600,-3,1910,1939,-29,DL,1508,N955DL,JFK,RSW,171,1074,16,0,2013-01-01T21:00:00Z
2013,1,1,1558,1359,119,1718,1515,123,EV,5712,N826AS,JFK,IAD,53,228,13,59,2013-01-01T18:00:00Z
2013,1,1,1603,1600,3,1839,1830,9,WN,591,N965WN,EWR,DEN,254,1605,16,0,2013-01-01T21:00:00Z
2013,1,1,1603,1600,3,1912,1906,6,UA,367,N820UA,EWR,FLL,162,1065,16,0,2013-01-01T21:00:00Z
2013,1,1,1607,1443,84,1711,1553,78,UA,465,N435UA,EWR,BOS,35,200,14,43,2013-01-01T19:00:00Z
2013,1,1,1608,1600,8,1953,1925,28,AA,1467,N3DYAA,LGA,MIA,171,1096,16,0,2013-01-01T21:00:00Z
2013,1,1,1615,1602,13,1748,1728,20,EV,4406,N36915,EWR,PIT,73,319,16,2,2013-01-01T21:00:00Z
2013,1,1,1621,1548,33,1904,1830,34,DL,95,N704X,JFK,ATL,130,760,15,48,2013-01-01T20:00:00Z
2013,1,1,1628,1524,64,1740,1641,59,EV,4133,N14959,EWR,IAD,53,212,15,24,2013-01-01T20:00:00Z
2013,1,1,1652,1640,12,2030,1955,35,AA,773,N565AA,LGA,DFW,252,1389,16,40,2013-01-01T21:00:00Z
2013,1,1,1655,1700,-5,1953,1950,3,AA,575,N5DRAA,JFK,EGE,280,1747,17,0,2013-01-01T22:00:00Z
2013,1,1,1708,1700,8,2037,2005,32,WN,1066,N778SW,EWR,HOU,245,1411,17,0,2013-01-01T22:00:00Z
2013,1,1,1716,1709,7,1902,1846,16,UA,1623,N19130,EWR,ORD,143,719,17,9,2013-01-01T22:00:00Z
2013,1,1,1727,1725,2,2043,2040,3,AA,145,N377AA,JFK,SAN,357,2446,17,25,2013-01-01T22:00:00Z
2013,1,1,1732,1630,62,2028,1825,123,EV,4092,N16911,EWR,DAY,119,533,16,30,2013-01-01T21:00:00Z
2013,1,1,1744,1745,-1,1925,1915,10,WN,128,N8324A,LGA,MDW,137,725,17,45,2013-01-01T22:00:00Z
2013,1,1,1758,1800,-2,1905,1917,-12,B6,1016,N304JB,JFK,BOS,36,187,18,0,2013-01-01T23:00:00Z
2013,1,1,1827,1829,-2,2105,2056,9,UA,1139,N39728,EWR,DEN,246,1605,18,29,2013-01-01T23:00:00Z
2013,1,1,1843,1845,-2,1955,2024,-29,DL,904,N344NB,JFK,BOS,34,187,18,45,2013-01-01T23:00:00Z
2013,1,1,1846,1855,-9,2336,2355,-19,AA,1613,N5BYAA,JFK,SJU,190,1598,18,55,2013-01-01T23:00:00Z
2013,1,1,1856,1855,1,2142,2142,0,DL,951,N173DZ,JFK,ATL,132,760,18,55,2013-01-01T23:00:00Z
2013,1,1,1904,1905,-1,2139,2227,-48,DL,2159,N3758Y,JFK,MCO,133,944,19,5,2013-01-02T00:00:00Z
2013,1,1,1912,1908,4,2242,2257,-15,UA,927,N432UA,EWR,PHX,309,2133,19,8,2013-01-02T00:00:00Z
2013,1,1,1941,1940,1,2231,2241,-10,B6,381,N632JB,LGA,FLL,152,1076,19,40,2013-01-02T00:00:00Z
2013,1,1,1952,2000,-8,2314,2325,-11,VX,415,N640VA,JFK,LAX,349,2475,20,0,2013-01-02T01:00:00Z
2013,1,1,2000,2000,0,2054,2110,-16,9E,3664,N836AY,JFK,PHL,30,94,20,0,2013-01-02T01:00:00Z
2013,1,1,2013,2015,-2,2120,2130,-10,AA,1762,N3BNAA,JFK,BOS,35,187,20,15,2013-01-02T01:00:00Z
2013,1,1,2040,2040,0,2317,2314,3,B6,619,N184JB,JFK,JAX,131,828,20,40,2013-01-02T01:00:00Z
2013,1,1,2050,1959,51,2229,2144,45,MQ,4423,N853MQ,JFK,RDU,83,427,19,59,2013-01-02T00:00:00Z
2013,1,1,2058,2100,-2,2235,2230,5,WN,946,N509SW,LGA,MDW,134,725,21,0,2013-01-02T02:00:00Z
2013,1,2,458,500,-2,703,650,13,US,1030,N162UW,EWR,CLT,108,529,5,0,2013-01-02T10:00:00Z
2013,1,2,554,600,-6,845,901,-16,B6,125,N637JB,JFK,FLL,156,1069,6,0,2013-01-02T11:00:00Z
2013,1,2,555,600,-5,750,757,-7,DL,731,N366NB,LGA,DTW,87,502,6,0,2013-01-02T11:00:00Z
2013,1,2,557,605,-8,832,823,9,DL,544,N325US,LGA,CVG,117,585,6,5,2013-01-02T11:00:00Z
2013,1,2,600,600,0,747,735,12,UA,1280,N62631,LGA,ORD,125,733,6,0,2013-01-02T11:00:00Z
2013,1,2,603,559,4,912,916,-4,UA,1676,N17229,EWR,LAX,341,2454,5,59,2013-01-02T10:00:00Z
2013,1,2,617,615,2,837,817,20,US,1567,N745VJ,JFK,CLT,106,541,6,15,2013-01-02T11:00:00Z
2013,1,2,625,630,-5,833,830,3,MQ,4576,N504MQ,LGA,CLT,106,544,6,30,2013-01-02T11:00:00Z
2013,1,2,640,646,-6,926,941,-15,UA,1627,N37267,EWR,PBI,145,1023,6,46,2013-01-02T11:00:00Z
2013,1,2,642,630,12,854,841,13,US,1433,N538UW,LGA,CLT,109,544,6,30,2013-01-02T11:00:00Z
2013,1,2,655,700,-5,1005,1009,-4,DL,1383,N378NW,LGA,PBI,162,1035,7,0,2013-01-02T12:00:00Z
2013,1,2,700,700,0,851,850,1,AA,305,N436AA,LGA,ORD,122,733,7,0,2013-01-02T12:00:00Z
2013,1,2,715,715,0,1047,1112,-25,UA,223,N517UA,JFK,SFO,341,2586,7,15,2013-01-02T12:00:00Z
2013,1,2,722,725,-3,949,1030,-41,AS,11,N592AS,EWR,SEA,314,2402,7,25,2013-01-02T12:00:00Z
2013,1,2,754,635,79,900,745,75,EV,4241,N22909,EWR,DCA,46,199,6,35,2013-01-02T11:00:00Z
2013,1,2,755,759,-4,1037,1039,-2,DL,2047,N660DL,LGA,ATL,123,762,7,59,2013-01-02T12:00:00Z
2013,1,2,801,810,-9,951,955,-4,MQ,4406,N837MQ,JFK,RDU,86,427,8,10,2013-01-02T13:00:00Z
2013,1,2,806,810,-4,1300,1315,-15,AA,655,N5FTAA,JFK,STT,193,1623,8,10,2013-01-02T13:00:00Z
2013,1,2,808,810,-2,1049,1045,4,DL,269,N971DL,JFK,ATL,124,760,8,10,2013-01-02T13:00:00Z
2013,1,2,825,830,-5,952,1015,-23,AA,313,N593AA,LGA,ORD,118,733,8,30,2013-01-02T13:00:00Z
2013,1,2,834,800,34,1226,1145,41,WN,2392,N923WN,EWR,PHX,331,2133,8,0,2013-01-02T13:00:00Z
2013,1,2,843,845,-2,1103,1058,5,9E,3323,N918XJ,JFK,DTW,93,509,8,45,2013-01-02T13:00:00Z
2013,1,2,856,859,-3,1050,1105,-15,DL,869,N338NB,EWR,DTW,88,488,8,59,2013-01-02T13:00:00Z
2013,1,2,858,900,-2,1230,1220,10,AA,647,N5ENAA,JFK,MIA,163,1089,9,0,2013-01-02T14:00:00Z
2013,1,2,859,900,-1,1054,1043,11,UA,448,N469UA,EWR,CLE,79,404,9,0,2013-01-02T14:00:00Z
2013,1,2,859,900,-1,1204,1220,-16,UA,667,N843UA,LGA,IAH,230,1416,9,0,2013-01-02T14:00:00Z
2013,1,2,914,920,-6,1133,1125,8,MQ,4582,N517MQ,LGA,CLT,94,544,9,20,2013-01-02T14:00:00Z
2013,1,2,915,846,29,1353,1344,9,UA,1519,N16701,EWR,STT,195,1634,8,46,2013-01-02T13:00:00Z
2013,1,2,919,830,49,1135,1038,57,EV,4690,N23139,EWR,GRR,109,605,8,30,2013-01-02T13:00:00Z
2013,1,2,923,624,179,1051,758,173,EV,4104,N13975,EWR,PIT,61,319,6,24,2013-01-02T11:00:00Z
2013,1,2,933,929,4,1305,1231,34,UA,279,N421UA,EWR,FLL,161,1065,9,29,2013-01-02T14:00:00Z
2013,1,2,938,940,-2,1110,1120,-10,WN,1807,N905WN,LGA,MKE,123,738,9,40,2013-01-02T14:00:00Z
2013,1,2,1004,1003,1,1235,1237,-2,UA,1625,N33289,EWR,DEN,243,1605,10,3,2013-01-02T15:00:00Z
2013,1,2,1024,1030,-6,1253,1241,12,EV,4195,N13123,EWR,CHS,117,628,10,30,2013-01-02T15:00:00Z
2013,1,2,1056,1100,-4,1334,1400,-26,UA,1605,N11206,EWR,LAS,314,2227,11,0,2013-01-02T16:00:00Z
2013,1,2,1101,1100,1,1201,1215,-14,WN,3094,N701GS,LGA,BWI,35,185,11,0,2013-01-02T16:00:00Z
2013,1,2,1109,1115,-6,1312,1315,-3,DL,1031,N366NB,LGA,DTW,92,502,11,15,2013-01-02T16:00:00Z
2013,1,2,1109,1115,-6,1313,1310,3,MQ,4485,N711MQ,LGA,CMH,89,479,11,15,2013-01-02T16:00:00Z
2013,1,2,1137,1140,-3,1442,1451,-9,DL,2175,N997DL,LGA,PBI,148,1035,11,40,2013-01-02T16:00:00Z
2013,1,2,1139,1140,-1,1436,1445,-9,AA,1623,N3GSAA,EWR,MIA,154,1085,11,40,2013-01-02T16:00:00Z
2013,1,2,1143,1145,-2,1435,1507,-32,UA,1010,N33714,EWR,SNA,334,2434,11,45,2013-01-02T16:00:00Z
2013,1,2,1153,1200,-7,1313,1315,-2,MQ,4425,N853MQ,JFK,DCA,55,213,12,0,2013-01-02T17:00:00Z
2013,1,2,1156,1200,-4,1427,1430,-3,MQ,4658,N531MQ,LGA,ATL,125,762,12,0,2013-01-02T17:00:00Z
2013,1,2,1158,1200,-2,1441,1440,1,DL,1705,N323NB,LGA,MSY,196,1183,12,0,2013-01-02T17:00:00Z
2013,1,2,1205,1129,36,1316,1239,37,EV,4479,N13903,EWR,PWM,50,284,11,29,2013-01-02T16:00:00Z
2013,1,2,1208,1205,3,1523,1437,46,EV,3850,N14998,EWR,ATL,134,746,12,5,2013-01-02T17:00:00Z
2013,1,2,1213,1220,-7,1421,1415,6,AA,1757,N578AA,LGA,STL,172,888,12,20,2013-01-02T17:00:00Z
2013,1,2,1251,1250,1,1552,1603,-11,UA,633,N514UA,LGA,IAH,225,1416,12,50,2013-01-02T17:00:00Z
2013,1,2,1256,1252,4,1600,1555,5,B6,85,N806JB,JFK,FLL,166,1069,12,52,2013-01-02T17:00:00Z
2013,1,2,1306,1308,-2,1535,1537,-2,FL,348,N935AT,LGA,ATL,122,762,13,8,2013-01-02T18:00:00Z
2013,1,2,1320,1325,-5,1513,1505,8,MQ,4475,N730MQ,LGA,RDU,89,431,13,25,2013-01-02T18:00:00Z
2013,1,2,1323,1315,8,1620,1611,9,B6,505,N630JB,EWR,FLL,164,1065,13,15,2013-01-02T18:00:00Z
2013,1,2,1344,1344,0,1940,1944,-4,UA,15,N77066,EWR,HNL,634,4963,13,44,2013-01-02T18:00:00Z
2013,1,2,1442,1435,7,1640,1644,-4,DL,1819,N364NB,LGA,MSP,159,1020,14,35,2013-01-02T19:00:00Z
2013,1,2,1442,1445,-3,1612,1613,-1,DL,1972,N320NB,JFK,DCA,60,213,14,45,2013-01-02T19:00:00Z
2013,1,2,1442,1445,-3,1639,1647,-8,US,1445,N169UW,LGA,CLT,94,544,14,45,2013-01-02T19:00:00Z
2013,1,2,1451,1455,-4,1707,1717,-10,9E,3793,N812AY,JFK,CLT,93,541,14,55,2013-01-02T19:00:00Z
2013,1,2,1456,1422,34,1558,1535,23,B6,1010,N236JB,JFK,BOS,36,187,14,22,2013-01-02T19:00:00Z
2013,1,2,1456,1500,-4,1607,1620,-13,US,2179,N957UW,LGA,DCA,53,214,15,0,2013-01-02T20:00:00Z
2013,1,2,1457,1430,27,1741,1727,14,UA,1687,N37267,EWR,MCO,143,937,14,30,2013-01-02T19:00:00Z
2013,1,2,1514,1422,52,1616,1535,41,EV,4633,N14953,EWR,BTV,51,266,14,22,2013-01-02T19:00:00Z
2013,1,2,1515,1459,16,1650,1637,13,UA,1629,N24715,EWR,ORD,129,719,14,59,2013-01-02T19:00:00Z
2013,1,2,1525,1525,0,1652,1655,-3,MQ,3823,N516MQ,JFK,DCA,59,213,15,25,2013-01-02T20:00:00Z
2013,1,2,1527,1450,37,1726,1640,46,MQ,4403,N810MQ,JFK,RDU,85,427,14,50,2013-01-02T19:00:00Z
2013,1,2,1541,1545,-4,1856,1850,6,DL,507,N335NW,LGA,MCO,152,950,15,45,2013-01-02T20:00:00Z
2013,1,2,1549,1533,16,1922,1857,25,B6,137,N629JB,JFK,RSW,169,1074,15,33,2013-01-02T20:00:00Z
2013,1,2,1552,1600,-8,1727,1725,2,EV,4922,N371CA,LGA,ROC,47,254,16,0,2013-01-02T21:00:00Z
2013,1,2,1555,1445,70,1845,1656,109,EV,4181,N13123,EWR,MCI,211,1092,14,45,2013-01-02T19:00:00Z
2013,1,2,1556,1559,-3,1906,1906,0,UA,1242,N38727,EWR,FLL,168,1065,15,59,2013-01-02T20:00:00Z
2013,1,2,1558,1600,-2,1923,1820,63,MQ,3985,N627MQ,JFK,CVG,118,589,16,0,2013-01-02T21:00:00Z
2013,1,2,1602,1529,33,1809,1734,35,EV,4576,N17138,EWR,GRR,109,605,15,29,2013-01-02T20:00:00Z
2013,1,2,1602,1605,-3,1826,1818,8,DL,1473,N336NB,LGA,MEM,168,963,16,5,2013-01-02T21:00:00Z
2013,1,2,1607,1030,337,2003,1355,368,AA,179,N324AA,JFK,SFO,346,2586,10,30,2013-01-02T15:00:00Z
2013,1,2,1618,1620,-2,1931,1922,9,UA,1178,N14115,EWR,IAH,220,1400,16,20,2013-01-02T21:00:00Z
2013,1,2,1720,1700,20,2022,2015,7,DL,1779,N325US,LGA,FLL,159,1076,17,0,2013-01-02T22:00:00Z
2013,1,2,1721,1659,22,2003,1942,21,DL,1499,N6707A,LGA,ATL,129,762,16,59,2013-01-02T21:00:00Z
2013,1,2,1728,1730,-2,1952,1953,-1,F9,511,N201FR,LGA,DEN,238,1620,17,30,2013-01-02T22:00:00Z
2013,1,2,1728,1729,-1,2054,2048,6,UA,618,N804UA,EWR,DFW,248,1372,17,29,2013-01-02T22:00:00Z
2013,1,2,1729,1730,-1,2012,2015,-3,DL,1139,N936DL,LGA,ATL,128,762,17,30,2013-01-02T22:00:00Z
2013,1,2,1732,1625,67,2004,1855,69,MQ,4661,N531MQ,LGA,ATL,127,762,16,25,2013-01-02T21:00:00Z
2013,1,2,1757,1720,37,2123,2040,43,AA,1999,N5ENAA,EWR,MIA,161,1085,17,20,2013-01-02T22:00:00Z
2013,1,2,1810,1815,-5,1923,1930,-7,WN,4844,N233LV,LGA,BWI,40,185,18,15,2013-01-02T23:00:00Z
2013,1,2,1821,1830,-9,2000,2015,-15,MQ,4674,N537MQ,LGA,CLE,74,419,18,30,2013-01-02T23:00:00Z
2013,1,2,1852,1900,-8,2119,2129,-10,FL,645,N971AT,LGA,ATL,129,762,19,0,2013-01-03T00:00:00Z
2013,1,2,1858,1855,3,2054,2103,-9,US,1491,N185UW,LGA,CLT,93,544,18,55,2013-01-02T23:00:00Z
2013,1,2,1902,1905,-3,2203,2227,-24,DL,2159,N3752,JFK,MCO,151,944,19,5,2013-01-03T00:00:00Z
2013,1,2,1917,1910,7,2139,2107,32,9E,3359,N602LR,JFK,ORD,143,740,19,10,2013-01-03T00:00:00Z
2013,1,2,1924,1929,-5,2255,2242,13,DL,1435,N997DL,LGA,TPA,155,1010,19,29,2013-01-03T00:00:00Z
2013,1,2,1933,1940,-7,2107,2125,-18,MQ,3783,N516MQ,JFK,CMH,80,483,19,40,2013-01-03T00:00:00Z
2013,1,2,1948,1940,8,2253,2241,12,B6,381,N520JB,LGA,FLL,165,1076,19,40,2013-01-03T00:00:00Z
2013,1,2,1954,2000,-6,2241,2216,25,9E,4033,N8516C,LGA,TYS,121,647,20,0,2013-01-03T01:00:00Z
2013,1,2,2024,2029,-5,2314,2350,-36,B6,165,N534JB,JFK,PDX,325,2454,20,29,2013-01-03T01:00:00Z
2013,1,2,2030,2028,2,8,2351,17,UA,1615,N24211,EWR,AUS,252,1504,20,28,2013-01-03T01:00:00Z
2013,1,2,2032,1855,97,2314,2146,88,9E,3364,N919XJ,JFK,MSY,202,1182,18,55,2013-01-02T23:00:00Z
2013,1,2,2047,2040,7,2329,2359,-30,B6,677,N583JB,JFK,LAX,316,2475,20,40,2013-01-03T01:00:00Z
2013,1,2,2054,2040,14,2343,2323,20,B6,227,N292JB,EWR,MCO,146,937,20,40,2013-01-03T01:00:00Z
2013,1,2,2054,2100,-6,2224,2230,-6,WN,946,N443WN,LGA,MDW,131,725,21,0,2013-01-03T02:00:00Z
2013,1,2,2100,2100,0,36,31,5,DL,2363,N711ZX,JFK,LAX,367,2475,21,0,2013-01-03T02:00:00Z
2013,1,2,2116,2005,71,2242,2144,58,9E,3320,N916XJ,JFK,BUF,63,301,20,5,2013-01-03T01:00:00Z
2013,1,2,2128,2130,-2,37,27,10,B6,21,N535JB,JFK,TPA,162,1005,21,30,2013-01-03T02:00:00Z
2013,1,2,2241,2245,-4,2350,5,-15,B6,30,N184JB,JFK,ROC,53,264,22,45,2013-01-03T03:00:00Z
2013,1,2,2354,2359,-5,413,437,-24,B6,727,N789JB,JFK,BQN,180,1576,23,59,2013-01-03T04:00:00Z
2013,1,2,NA,1420,NA,NA,1644,NA,EV,4935,N759EV,EWR,ATL,NA,746,14,20,2013-01-02T19:00:00Z
2013,1,2,NA,1545,NA,NA,1910,NA,AA,133,NA,JFK,LAX,NA,2475,15,45,2013-01-02T20:00:00Z
2013,1,3,604,600,4,852,925,-33,UA,303,N517UA,JFK,SFO,324,2586,6,0,2013-01-03T11:00:00Z
2013,1,3,612,615,-3,853,842,11,DL,575,N365NB,EWR,ATL,135,746,6,15,2013-01-03T11:00:00Z
2013,1,3,612,615,-3,912,850,22,DL,2057,N707TW,JFK,ATL,135,760,6,15,2013-01-03T11:00:00Z
2013,1,3,618,615,3,1044,1100,-16,B6,709,N652JB,JFK,SJU,190,1598,6,15,2013-01-03T11:00:00Z
2013,1,3,625,600,25,923,854,29,B6,507,N632JB,EWR,FLL,160,1065,6,0,2013-01-03T11:00:00Z
2013,1,3,629,630,-1,843,830,13,MQ,4576,N535MQ,LGA,CLT,98,544,6,30,2013-01-03T11:00:00Z
2013,1,3,631,630,1,1024,1014,10,US,245,N801AW,EWR,PHX,333,2133,6,30,2013-01-03T11:00:00Z
2013,1,3,633,630,3,752,740,12,WN,4646,N447WN,LGA,BWI,43,185,6,30,2013-01-03T11:00:00Z
2013,1,3,633,634,-1,1032,952,40,UA,910,N403UA,EWR,AUS,264,1504,6,34,2013-01-03T11:00:00Z
2013,1,3,636,625,11,945,932,13,UA,468,N412UA,LGA,IAH,229,1416,6,25,2013-01-03T11:00:00Z
2013,1,3,643,645,-2,911,848,23,US,926,N560UW,EWR,CLT,97,529,6,45,2013-01-03T11:00:00Z
2013,1,3,655,700,-5,815,809,6,US,2163,N952UW,LGA,DCA,46,214,7,0,2013-01-03T12:00:00Z
2013,1,3,712,715,-3,1043,1035,8,AA,825,N3HPAA,JFK,FLL,171,1069,7,15,2013-01-03T12:00:00Z
2013,1,3,745,750,-5,946,940,6,9E,3611,N8794B,JFK,PIT,95,340,7,50,2013-01-03T12:00:00Z
2013,1,3,755,800,-5,958,1011,-13,EV,4214,N14977,EWR,MSP,159,1008,8,0,2013-01-03T13:00:00Z
2013,1,3,757,800,-3,1109,1124,-15,DL,2143,N326US,JFK,MIA,163,1089,8,0,2013-01-03T13:00:00Z
2013,1,3,758,759,-1,1107,1113,-6,UA,505,N480UA,EWR,DFW,223,1372,7,59,2013-01-03T12:00:00Z
2013,1,3,811,815,-4,1110,1118,-8,DL,1429,N396DA,JFK,LAS,293,2248,8,15,2013-01-03T13:00:00Z
2013,1,3,843,850,-7,1040,1035,5,MQ,4558,N734MQ,LGA,CLE,81,419,8,50,2013-01-03T13:00:00Z
2013,1,3,850,855,-5,1126,1101,25,EV,4164,N13133,EWR,DTW,107,488,8,55,2013-01-03T13:00:00Z
2013,1,3,851,700,111,1206,1015,111,AA,2279,N3EWAA,LGA,MIA,167,1096,7,0,2013-01-03T12:00:00Z
2013,1,3,855,900,-5,1144,1220,-36,AA,1,N327AA,JFK,LAX,323,2475,9,0,2013-01-03T14:00:00Z
2013,1,3,901,900,1,1031,1048,-17,UA,548,N407UA,EWR,ORD,128,719,9,0,2013-01-03T14:00:00Z
2013,1,3,909,700,129,1103,850,133,AA,305,N201AA,LGA,ORD,138,733,7,0,2013-01-03T12:00:00Z
2013,1,3,911,906,5,1242,1216,26,UA,634,N444UA,EWR,PBI,173,1023,9,6,2013-01-03T14:00:00Z
2013,1,3,933,935,-2,1100,1105,-5,WN,986,N923WN,LGA,MDW,123,725,9,35,2013-01-03T14:00:00Z
2013,1,3,944,940,4,1300,1235,25,B6,361,N563JB,LGA,PBI,164,1035,9,40,2013-01-03T14:00:00Z
2013,1,3,946,940,6,1106,1120,-14,WN,1807,N938WN,LGA,MKE,115,738,9,40,2013-01-03T14:00:00Z
2013,1,3,948,959,-11,1107,1114,-7,EV,5711,N877AS,JFK,IAD,56,228,9,59,2013-01-03T14:00:00Z
2013,1,3,948,950,-2,1232,1210,22,9E,3961,N8492C,LGA,GRR,104,618,9,50,2013-01-03T14:00:00Z
2013,1,3,955,959,-4,1320,1329,-9,US,196,N545UW,JFK,PHX,293,2153,9,59,2013-01-03T14:00:00Z
