year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,1,2,705,630,35,1209,1140,29,AA,413,N3GEAA,JFK,SJU,197,1598,6,30,2013-01-02T11:00:00Z
2013,1,2,720,600,80,905,735,90,MQ,3768,N520MQ,EWR,ORD,112,719,6,0,2013-01-02T11:00:00Z
2013,1,2,727,645,42,1024,1028,-4,UA,277,N820UA,EWR,SNA,338,2434,6,45,2013-01-02T11:00:00Z
2013,1,2,729,720,9,846,840,6,FL,850,N982AT,LGA,MKE,113,738,7,20,2013-01-02T12:00:00Z
2013,1,2,733,737,-4,1043,1113,-30,B6,643,N804JB,JFK,SFO,335,2586,7,37,2013-01-02T12:00:00Z
2013,1,2,741,740,1,1005,1019,-14,UA,328,N533UA,LGA,DEN,220,1620,7,40,2013-01-02T12:00:00Z
2013,1,2,745,730,15,1112,1040,32,AA,715,N455AA,LGA,DFW,244,1389,7,30,2013-01-02T12:00:00Z
2013,1,2,807,810,-3,1133,1129,4,DL,1271,N322US,JFK,FLL,170,1069,8,10,2013-01-02T13:00:00Z
2013,1,2,817,820,-3,1015,1007,8,9E,3521,N931XJ,JFK,ORD,143,740,8,20,2013-01-02T13:00:00Z
2013,1,2,817,810,7,931,925,6,AA,1838,N3BYAA,JFK,BOS,37,187,8,10,2013-01-02T13:00:00Z
2013,1,2,825,810,15,1053,1030,23,FL,346,N895AT,LGA,ATL,127,762,8,10,2013-01-02T13:00:00Z
2013,1,2,827,835,-8,1120,1102,18,F9,835,N211FR,LGA,DEN,239,1620,8,35,2013-01-02T13:00:00Z
2013,1,2,827,820,7,1315,1329,-14,DL,301,N670DN,JFK,SJU,188,1598,8,20,2013-01-02T13:00:00Z
2013,1,2,836,751,45,1059,1001,58,EV,4420,N18120,EWR,MSP,180,1008,7,51,2013-01-02T12:00:00Z
2013,1,2,841,844,-3,955,954,1,EV,4610,N14972,EWR,SYR,40,195,8,44,2013-01-02T13:00:00Z
2013,1,2,846,844,2,1157,1210,-13,UA,1506,N35204,EWR,SAN,346,2425,8,44,2013-01-02T13:00:00Z
2013,1,2,855,835,20,1022,1000,22,WN,4974,N213WN,EWR,MDW,126,711,8,35,2013-01-02T13:00:00Z
2013,1,2,904,910,-6,1026,1027,-1,B6,56,N178JB,JFK,BTV,51,266,9,10,2013-01-02T14:00:00Z
2013,1,2,905,822,43,1313,1045,NA,EV,4140,N15912,EWR,XNA,NA,1131,8,22,2013-01-02T13:00:00Z
2013,1,2,913,905,8,1041,1025,16,B6,1305,N306JB,JFK,IAD,50,228,9,5,2013-01-02T14:00:00Z
2013,1,2,916,919,-3,1029,1030,-1,B6,1004,N558JB,JFK,BOS,39,187,9,19,2013-01-02T14:00:00Z
2013,1,2,940,844,56,1055,1003,52,EV,4600,N14993,EWR,PWM,49,284,8,44,2013-01-02T13:00:00Z
2013,1,2,945,945,0,1113,1130,-17,AA,319,N545AA,LGA,ORD,119,733,9,45,2013-01-02T14:00:00Z
2013,1,2,951,900,51,1157,1045,72,EV,4548,N14916,EWR,RDU,82,416,9,0,2013-01-02T14:00:00Z
2013,1,2,1015,1015,0,1250,1307,-17,DL,1529,N3758Y,JFK,LAS,310,2248,10,15,2013-01-02T15:00:00Z
2013,1,2,1024,1025,-1,1118,1129,-11,B6,1026,N621JB,JFK,BOS,35,187,10,25,2013-01-02T15:00:00Z
2013,1,2,1025,1015,10,1223,1229,-6,DL,2319,N900DE,LGA,MSP,157,1020,10,15,2013-01-02T15:00:00Z
2013,1,2,1027,1026,1,1328,1339,-11,UA,1563,N14704,LGA,IAH,219,1416,10,26,2013-01-02T15:00:00Z
2013,1,2,1052,1055,-3,1347,1357,-10,DL,1785,N369NW,LGA,MCO,143,950,10,55,2013-01-02T15:00:00Z
2013,1,2,1055,915,100,1349,1211,98,B6,41,N591JB,JFK,MCO,144,944,9,15,2013-01-02T14:00:00Z
2013,1,2,1100,1100,0,1408,1438,-30,UA,642,N557UA,JFK,SFO,340,2586,11,0,2013-01-02T16:00:00Z
2013,1,2,1122,1130,-8,1407,1430,-23,DL,695,N983DL,JFK,MCO,144,944,11,30,2013-01-02T16:00:00Z
2013,1,2,1127,1129,-2,1431,1437,-6,B6,133,N775JB,JFK,RSW,168,1074,11,29,2013-01-02T16:00:00Z
2013,1,2,1130,1135,-5,1420,1443,-23,UA,569,N817UA,EWR,TPA,153,997,11,35,2013-01-02T16:00:00Z
2013,1,2,1144,1131,13,1353,1342,11,DL,2219,N933DL,LGA,MSP,158,1020,11,31,2013-01-02T16:00:00Z
2013,1,2,1159,1129,30,1342,1309,33,EV,4247,N11194,EWR,RDU,81,416,11,29,2013-01-02T16:00:00Z
2013,1,2,1216,1220,-4,1520,1531,-11,B6,673,N796JB,JFK,LAX,337,2475,12,20,2013-01-02T17:00:00Z
2013,1,2,1220,1218,2,1521,1529,-8,UA,391,N586UA,EWR,SFO,316,2565,12,18,2013-01-02T17:00:00Z
2013,1,2,1257,1303,-6,1356,1411,-15,EV,4129,N13969,EWR,DCA,46,199,13,3,2013-01-02T18:00:00Z
2013,1,2,1312,1315,-3,1456,1452,4,EV,4552,N15986,EWR,GSO,88,445,13,15,2013-01-02T18:00:00Z
2013,1,2,1318,1320,-2,1634,1636,-2,UA,1425,N12125,EWR,LAX,340,2454,13,20,2013-01-02T18:00:00Z
2013,1,2,1319,1305,14,1633,1615,18,WN,3294,N950WN,EWR,HOU,240,1411,13,5,2013-01-02T18:00:00Z
2013,1,2,1326,1330,-4,1650,1655,-5,VX,411,N635VA,JFK,LAX,361,2475,13,30,2013-01-02T18:00:00Z
2013,1,2,1327,1329,-2,1433,1453,-20,EV,4254,N21154,EWR,BUF,54,282,13,29,2013-01-02T18:00:00Z
2013,1,2,1353,1350,3,1648,1640,8,UA,1153,N45905,EWR,IAH,208,1400,13,50,2013-01-02T18:00:00Z
2013,1,2,1402,1400,2,1611,1604,7,EV,4370,N34110,EWR,CHS,111,628,14,0,2013-01-02T19:00:00Z
2013,1,2,1429,1400,29,1654,1636,18,DL,2247,N646DL,LGA,ATL,122,762,14,0,2013-01-02T19:00:00Z
2013,1,2,1431,1430,1,1745,1744,1,UA,566,N847UA,LGA,IAH,237,1416,14,30,2013-01-02T19:00:00Z
2013,1,2,1450,1450,0,1637,1645,-8,MQ,4172,N601MQ,JFK,CLE,81,425,14,50,2013-01-02T19:00:00Z
2013,1,2,1456,1500,-4,1824,1810,14,DL,1997,N926DL,LGA,PBI,155,1035,15,0,2013-01-02T20:00:00Z
2013,1,2,1458,1500,-2,1651,1656,-5,US,720,N180US,EWR,CLT,91,529,15,0,2013-01-02T20:00:00Z
2013,1,2,1500,1430,30,1741,1743,-2,UA,1552,N78285,EWR,SEA,324,2402,14,30,2013-01-02T19:00:00Z
2013,1,2,1515,1458,17,1724,1657,27,EV,4572,N13914,EWR,GSP,109,594,14,58,2013-01-02T19:00:00Z
2013,1,2,1521,1515,6,1814,1810,4,UA,1695,N76054,EWR,IAH,205,1400,15,15,2013-01-02T20:00:00Z
2013,1,2,1525,1525,0,1723,1710,13,9E,3799,N8416B,LGA,RIC,58,292,15,25,2013-01-02T20:00:00Z
2013,1,2,1525,1530,-5,1832,1855,-23,UA,530,N532UA,JFK,LAX,341,2475,15,30,2013-01-02T20:00:00Z
2013,1,2,1527,1500,27,1650,1636,14,9E,3843,N829AY,JFK,SYR,49,209,15,0,2013-01-02T20:00:00Z
2013,1,2,1600,1501,59,1800,1651,69,EV,5675,N16976,EWR,CMH,92,463,15,1,2013-01-02T20:00:00Z
2013,1,2,1609,1609,0,1924,1910,14,B6,157,N607JB,JFK,MCO,151,944,16,9,2013-01-02T21:00:00Z
2013,1,2,1613,1620,-7,1808,1750,18,MQ,4622,N535MQ,LGA,BNA,136,764,16,20,2013-01-02T21:00:00Z
2013,1,2,1627,1630,-3,1927,1952,-25,B6,675,N779JB,JFK,LAX,321,2475,16,30,2013-01-02T21:00:00Z
2013,1,2,1648,1635,13,1843,1845,-2,B6,1085,N304JB,JFK,CLT,91,541,16,35,2013-01-02T21:00:00Z
2013,1,2,1653,1639,14,1759,1755,4,B6,1176,N292JB,EWR,BOS,38,200,16,39,2013-01-02T21:00:00Z
2013,1,2,1702,1640,22,1908,1850,18,MQ,4540,N722MQ,LGA,DTW,88,502,16,40,2013-01-02T21:00:00Z
2013,1,2,1714,1700,14,1947,1935,12,EV,5132,N723EV,EWR,ATL,125,746,17,0,2013-01-02T22:00:00Z
2013,1,2,1730,1729,1,2039,2100,-21,UA,512,N502UA,JFK,SFO,328,2586,17,29,2013-01-02T22:00:00Z
2013,1,2,1737,1726,11,1947,1933,14,EV,4317,N13958,EWR,CVG,113,569,17,26,2013-01-02T22:00:00Z
2013,1,2,1739,1745,-6,2028,2112,-44,DL,503,N3760C,JFK,SAN,319,2446,17,45,2013-01-02T22:00:00Z
2013,1,2,1740,1727,13,1950,1935,15,EV,4382,N15910,EWR,DTW,102,488,17,27,2013-01-02T22:00:00Z
2013,1,2,1750,1745,5,1915,1910,5,WN,2827,N770SA,EWR,MDW,124,711,17,45,2013-01-02T22:00:00Z
2013,1,2,1805,1805,0,2005,1955,10,MQ,4626,N502MQ,LGA,CMH,81,479,18,5,2013-01-02T23:00:00Z
2013,1,2,1811,1810,1,2051,2132,-41,B6,217,N507JB,JFK,LGB,317,2465,18,10,2013-01-02T23:00:00Z
2013,1,2,1813,1725,48,2149,2102,47,UA,979,N421UA,EWR,SFO,355,2565,17,25,2013-01-02T22:00:00Z
2013,1,2,1833,1745,48,2132,2037,55,B6,391,N608JB,LGA,MCO,158,950,17,45,2013-01-02T22:00:00Z
2013,1,2,1840,1750,50,2138,2119,19,UA,1649,N73275,EWR,SEA,322,2402,17,50,2013-01-02T22:00:00Z
2013,1,2,1848,1840,8,2333,2151,NA,9E,3325,N920XJ,JFK,DFW,NA,1391,18,40,2013-01-02T23:00:00Z
2013,1,2,1853,1859,-6,2128,2145,-17,DL,947,N658DL,LGA,ATL,125,762,18,59,2013-01-02T23:00:00Z
2013,1,2,1854,1855,-1,2126,2142,-16,DL,951,N178DZ,JFK,ATL,127,760,18,55,2013-01-02T23:00:00Z
2013,1,2,1900,1900,0,2021,2039,-18,DL,1456,N370NW,LGA,BUF,50,292,19,0,2013-01-03T00:00:00Z
2013,1,2,1919,1920,-1,2315,2319,-4,DL,541,N3750D,JFK,PHX,312,2153,19,20,2013-01-03T00:00:00Z
2013,1,2,1923,1930,-7,2041,2050,-9,EV,5742,N833AS,LGA,IAD,47,229,19,30,2013-01-03T00:00:00Z
2013,1,2,1937,1911,26,2034,2027,7,UA,762,N407UA,EWR,BOS,39,200,19,11,2013-01-03T00:00:00Z
2013,1,2,1940,1900,40,2052,2021,31,EV,4131,N11181,EWR,RIC,54,277,19,0,2013-01-03T00:00:00Z
2013,1,2,1940,1932,8,2228,2253,-25,UA,1416,N37263,EWR,SEA,321,2402,19,32,2013-01-03T00:00:00Z
2013,1,2,1943,1823,80,2048,1940,68,EV,4326,N11547,EWR,PWM,48,284,18,23,2013-01-02T23:00:00Z
2013,1,2,1946,1930,16,2143,2141,2,9E,3798,N8409N,JFK,CLT,93,541,19,30,2013-01-03T00:00:00Z
2013,1,2,1959,2000,-1,2153,2211,-18,DL,2131,N369NB,LGA,DTW,81,502,20,0,2013-01-03T01:00:00Z
2013,1,2,2002,2000,2,2152,2128,24,UA,695,N503UA,LGA,ORD,137,733,20,0,2013-01-03T01:00:00Z
2013,1,2,2050,2010,40,2229,2150,39,EV,3274,N12996,EWR,RDU,78,416,20,10,2013-01-03T01:00:00Z
2013,1,2,2108,1954,74,2218,2119,59,EV,4371,N18120,EWR,IAD,47,212,19,54,2013-01-03T00:00:00Z
2013,1,2,2115,2125,-10,2257,2250,7,MQ,4660,N509MQ,LGA,BNA,135,764,21,25,2013-01-03T02:00:00Z
2013,1,2,2130,2130,0,1,18,-17,B6,199,N804JB,JFK,LAS,307,2248,21,30,2013-01-03T02:00:00Z
2013,1,2,2141,2145,-4,2301,2311,-10,B6,104,N304JB,JFK,BUF,63,301,21,45,2013-01-03T02:00:00Z
2013,1,2,2334,2129,125,33,2242,111,EV,4257,N12567,EWR,BTV,47,266,21,29,2013-01-03T02:00:00Z
2013,1,2,2337,2155,102,222,41,101,B6,43,N821JB,JFK,MCO,140,944,21,55,2013-01-03T02:00:00Z
2013,1,2,2351,2359,-8,427,445,-18,B6,739,N657JB,JFK,PSE,195,1617,23,59,2013-01-03T04:00:00Z
2013,1,2,NA,1601,NA,NA,1735,NA,UA,623,NA,EWR,ORD,NA,719,16,1,2013-01-02T21:00:00Z
2013,1,3,532,530,2,851,831,20,UA,1136,N76522,LGA,IAH,241,1416,5,30,2013-01-03T10:00:00Z
2013,1,3,552,600,-8,759,801,-2,DL,731,N954DL,LGA,DTW,99,502,6,0,2013-01-03T11:00:00Z
2013,1,3,556,605,-9,756,805,-9,MQ,4401,N722MQ,LGA,DTW,100,502,6,5,2013-01-03T11:00:00Z
2013,1,3,557,600,-3,846,851,-5,B6,49,N595JB,JFK,PBI,149,1028,6,0,2013-01-03T11:00:00Z
2013,1,3,559,600,-1,802,802,0,DL,1318,N371NB,EWR,DTW,99,488,6,0,2013-01-03T11:00:00Z
2013,1,3,603,605,-2,709,705,4,WN,1036,N783SW,EWR,BWI,39,169,6,5,2013-01-03T11:00:00Z
2013,1,3,606,610,-4,953,921,32,B6,135,N536JB,JFK,RSW,188,1074,6,10,2013-01-03T11:00:00Z
2013,1,3,615,610,5,829,817,12,DL,1919,N331NW,LGA,MSP,149,1020,6,10,2013-01-03T11:00:00Z
2013,1,3,630,633,-3,801,803,-2,EV,4560,N33182,EWR,PIT,68,319,6,33,2013-01-03T11:00:00Z
2013,1,3,634,625,9,950,954,-4,UA,1528,N37408,EWR,SFO,331,2565,6,25,2013-01-03T11:00:00Z
2013,1,3,654,700,-6,1005,952,13,DL,2285,N324NB,LGA,MCO,158,950,7,0,2013-01-03T12:00:00Z
2013,1,3,658,655,3,932,942,-10,B6,203,N523JB,JFK,LAS,294,2248,6,55,2013-01-03T11:00:00Z
2013,1,3,700,700,0,851,836,15,UA,1162,N76269,EWR,ORD,126,719,7,0,2013-01-03T12:00:00Z
2013,1,3,703,705,-2,1014,940,34,MQ,4534,N711MQ,LGA,XNA,213,1147,7,5,2013-01-03T12:00:00Z
2013,1,3,715,607,68,951,819,92,EV,4559,N18557,EWR,CVG,122,569,6,7,2013-01-03T11:00:00Z
2013,1,3,720,721,-1,1036,1012,24,B6,987,N775JB,JFK,MCO,156,944,7,21,2013-01-03T12:00:00Z
2013,1,3,730,730,0,1014,1100,-46,AA,33,N336AA,JFK,LAX,313,2475,7,30,2013-01-03T12:00:00Z
2013,1,3,731,729,2,1046,1039,7,UA,1091,N15712,EWR,IAH,230,1400,7,29,2013-01-03T12:00:00Z
2013,1,3,800,800,0,1146,1145,1,WN,900,N476WN,EWR,PHX,326,2133,8,0,2013-01-03T13:00:00Z
2013,1,3,800,759,1,1024,959,25,US,1733,N196UW,LGA,CLT,103,544,7,59,2013-01-03T12:00:00Z
2013,1,3,808,810,-2,1126,1116,10,DL,1959,N915DE,JFK,MCO,157,944,8,10,2013-01-03T13:00:00Z
2013,1,3,822,830,-8,1040,1023,17,9E,4220,N8976E,JFK,RDU,91,427,8,30,2013-01-03T13:00:00Z
2013,1,3,829,833,-4,1134,1105,29,EV,4388,N13914,EWR,JAX,151,820,8,33,2013-01-03T13:00:00Z
2013,1,3,850,829,21,1126,1046,40,EV,4250,N10575,EWR,IND,126,645,8,29,2013-01-03T13:00:00Z
2013,1,3,853,858,-5,1100,1105,-5,US,1429,N738US,LGA,CLT,99,544,8,58,2013-01-03T13:00:00Z
2013,1,3,901,904,-3,1230,1210,20,B6,17,N768JB,JFK,FLL,168,1069,9,4,2013-01-03T14:00:00Z
