year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,1,1,1320,1315,5,1602,1605,-3,B6,393,N537JB,LGA,MCO,140,950,13,15,2013-01-01T18:00:00Z
2013,1,1,1353,1357,-4,1549,1525,24,EV,4171,N14105,EWR,MSN,152,799,13,57,2013-01-01T18:00:00Z
2013,1,1,1355,1350,5,1537,1515,22,WN,2162,N7704B,LGA,MDW,141,725,13,50,2013-01-01T18:00:00Z
2013,1,1,1356,1354,2,1537,1526,11,UA,617,N840UA,LGA,ORD,146,733,13,54,2013-01-01T18:00:00Z
2013,1,1,1402,1323,39,1650,1526,84,EV,4516,N13123,EWR,MEM,183,946,13,23,2013-01-01T18:00:00Z
2013,1,1,1421,1355,26,1735,1709,26,B6,83,N503JB,JFK,SEA,349,2422,13,55,2013-01-01T18:00:00Z
2013,1,1,1422,1410,12,1613,1555,18,MQ,4491,N737MQ,LGA,CLE,93,419,14,10,2013-01-01T19:00:00Z
2013,1,1,1430,1430,0,1735,1744,-9,UA,997,N452UA,LGA,IAH,227,1416,14,30,2013-01-01T19:00:00Z
2013,1,1,1439,1445,-6,1558,1613,-15,DL,1972,N319NB,JFK,DCA,56,213,14,45,2013-01-01T19:00:00Z
2013,1,1,1453,1500,-7,1601,1620,-19,US,2179,N951UW,LGA,DCA,51,214,15,0,2013-01-01T20:00:00Z
2013,1,1,1506,1505,1,1838,1820,18,AA,759,N3DUAA,LGA,DFW,248,1389,15,5,2013-01-01T20:00:00Z
2013,1,1,1507,1515,-8,1651,1656,-5,9E,3792,N8631E,JFK,ROC,66,264,15,15,2013-01-01T20:00:00Z
2013,1,1,1513,1505,8,1714,1703,11,EV,4223,N13914,EWR,CLT,102,529,15,5,2013-01-01T20:00:00Z
2013,1,1,1525,1340,105,1831,1626,125,B6,525,N231JB,EWR,MCO,152,937,13,40,2013-01-01T18:00:00Z
2013,1,1,1525,1530,-5,1934,1805,NA,MQ,4525,N719MQ,LGA,XNA,NA,1147,15,30,2013-01-01T20:00:00Z
2013,1,1,1549,1445,64,1912,1656,136,EV,4181,N21197,EWR,MCI,234,1092,14,45,2013-01-01T19:00:00Z
2013,1,1,1554,1559,-5,1857,1841,16,DL,847,N918DE,LGA,ATL,131,762,15,59,2013-01-01T20:00:00Z
2013,1,1,1558,1534,24,1808,1703,65,EV,4502,N16546,EWR,BNA,168,748,15,34,2013-01-01T20:00:00Z
2013,1,1,1608,1535,33,2002,1850,72,AA,763,N3GKAA,LGA,DFW,249,1389,15,35,2013-01-01T20:00:00Z
2013,1,1,1632,1635,-3,1824,1810,14,MQ,3695,N507MQ,EWR,ORD,139,719,16,35,2013-01-01T21:00:00Z
2013,1,1,1636,1639,-3,1747,1755,-8,B6,1176,N190JB,EWR,BOS,42,200,16,39,2013-01-01T21:00:00Z
2013,1,1,1641,1650,-9,1746,1820,-34,AA,1790,N3BYAA,JFK,BOS,41,187,16,50,2013-01-01T21:00:00Z
2013,1,1,1730,1729,1,2039,2058,-19,UA,1715,N77296,EWR,SEA,344,2402,17,29,2013-01-01T22:00:00Z
2013,1,1,1751,1745,6,2015,1910,65,WN,3384,N764SW,EWR,MDW,148,711,17,45,2013-01-01T22:00:00Z
2013,1,1,1756,1725,31,2036,2019,17,UA,376,N523UA,EWR,MCO,140,937,17,25,2013-01-01T22:00:00Z
2013,1,1,1825,1829,-4,2056,2053,3,9E,3286,N906XJ,JFK,DTW,107,509,18,29,2013-01-01T23:00:00Z
2013,1,1,1850,1850,0,2249,2240,9,VX,29,N638VA,JFK,SFO,364,2586,18,50,2013-01-01T23:00:00Z
2013,1,1,1859,1900,-1,2151,2238,-47,DL,1967,N329NW,JFK,MIA,150,1089,19,0,2013-01-02T00:00:00Z
2013,1,1,1911,1910,1,2050,2055,-5,MQ,4569,N737MQ,LGA,RDU,81,431,19,10,2013-01-02T00:00:00Z
2013,1,1,1912,1915,-3,2200,2219,-19,DL,1485,N917DL,LGA,MCO,142,950,19,15,2013-01-02T00:00:00Z
2013,1,1,1919,1900,19,2125,2107,18,EV,3267,N14558,EWR,CLT,105,529,19,0,2013-01-02T00:00:00Z
2013,1,1,1925,1930,-5,2037,2050,-13,EV,5742,N833AS,LGA,IAD,52,229,19,30,2013-01-02T00:00:00Z
2013,1,1,1937,1905,32,2250,2225,25,AA,21,N327AA,JFK,LAX,332,2475,19,5,2013-01-02T00:00:00Z
2013,1,1,1955,2000,-5,2145,2151,-6,9E,3409,N920XJ,JFK,PIT,76,340,20,0,2013-01-02T01:00:00Z
2013,1,1,1957,2005,-8,2100,2126,-26,9E,4091,N8598B,JFK,BWI,41,184,20,5,2013-01-02T01:00:00Z
2013,1,1,1959,2000,-1,2310,2307,3,UA,1233,N76514,EWR,IAH,232,1400,20,0,2013-01-02T01:00:00Z
2013,1,1,2002,1955,7,2306,2310,-4,AA,1709,N3GSAA,LGA,MIA,159,1096,19,55,2013-01-02T00:00:00Z
2013,1,1,2009,1808,121,2145,1942,123,EV,4440,N14143,EWR,PIT,65,319,18,8,2013-01-01T23:00:00Z
2013,1,1,2016,1940,36,2215,2125,50,MQ,3783,N509MQ,JFK,CMH,99,483,19,40,2013-01-02T00:00:00Z
2013,1,1,2026,1930,56,2319,2229,50,B6,39,N558JB,JFK,PBI,150,1028,19,30,2013-01-02T00:00:00Z
2013,1,1,2052,2029,23,2349,2350,-1,B6,165,N536JB,JFK,PDX,331,2454,20,29,2013-01-02T01:00:00Z
2013,1,1,2056,2004,52,2156,2112,44,EV,4170,N12540,EWR,ALB,31,143,20,4,2013-01-02T01:00:00Z
2013,1,1,2121,2040,41,6,2323,43,B6,227,N307JB,EWR,MCO,143,937,20,40,2013-01-02T01:00:00Z
2013,1,1,2122,2125,-3,2312,2250,22,MQ,4660,N1EAMQ,LGA,BNA,153,764,21,25,2013-01-02T02:00:00Z
2013,1,1,2136,2145,-9,25,39,-14,B6,515,N198JB,EWR,FLL,154,1065,21,45,2013-01-02T02:00:00Z
2013,1,1,2140,2135,5,210,224,-14,B6,701,N284JB,JFK,SJU,189,1598,21,35,2013-01-02T02:00:00Z
2013,1,1,2209,2145,24,58,37,21,B6,35,N608JB,JFK,PBI,143,1028,21,45,2013-01-02T02:00:00Z
2013,1,1,2240,2245,-5,2340,2356,-16,B6,608,N279JB,JFK,PWM,44,273,22,45,2013-01-02T03:00:00Z
2013,1,1,2302,2200,62,2342,2253,49,EV,4276,N13903,EWR,BDL,24,116,22,0,2013-01-02T03:00:00Z
2013,1,1,2306,2245,21,28,5,23,B6,30,N281JB,JFK,ROC,59,264,22,45,2013-01-02T03:00:00Z
2013,1,1,2327,2250,37,32,2359,33,B6,22,N639JB,JFK,SYR,45,209,22,50,2013-01-02T03:00:00Z
2013,1,2,600,600,0,737,725,12,WN,3136,N8311Q,LGA,MDW,117,725,6,0,2013-01-02T11:00:00Z
2013,1,2,621,610,11,912,915,-3,AA,1837,N3EVAA,LGA,MIA,155,1096,6,10,2013-01-02T11:00:00Z
2013,1,2,647,645,2,903,848,15,US,926,N565UW,EWR,CLT,102,529,6,45,2013-01-02T11:00:00Z
2013,1,2,655,700,-5,1015,1020,-5,DL,2003,N926DL,LGA,MIA,161,1096,7,0,2013-01-02T12:00:00Z
2013,1,2,656,700,-4,1013,1007,6,B6,981,N656JB,JFK,FLL,162,1069,7,0,2013-01-02T12:00:00Z
2013,1,2,702,700,2,1054,1008,46,UA,756,N574UA,EWR,TPA,164,997,7,0,2013-01-02T12:00:00Z
2013,1,2,709,700,9,1006,1014,-8,B6,671,N583JB,JFK,LAX,327,2475,7,0,2013-01-02T12:00:00Z
2013,1,2,712,700,12,945,941,4,DL,1547,N541US,LGA,ATL,125,762,7,0,2013-01-02T12:00:00Z
2013,1,2,724,730,-6,1039,1115,-36,VX,11,N847VA,JFK,SFO,344,2586,7,30,2013-01-02T12:00:00Z
2013,1,2,729,730,-1,1011,1056,-45,DL,495,N3768,JFK,SEA,309,2422,7,30,2013-01-02T12:00:00Z
2013,1,2,730,715,15,1206,1206,0,B6,715,N559JB,JFK,SJU,187,1598,7,15,2013-01-02T12:00:00Z
2013,1,2,733,735,-2,902,858,4,B6,20,N337JB,JFK,ROC,57,264,7,35,2013-01-02T12:00:00Z
2013,1,2,740,740,0,1025,1015,10,WN,1581,N468WN,LGA,DEN,263,1620,7,40,2013-01-02T12:00:00Z
2013,1,2,741,743,-2,932,920,12,EV,4348,N14542,EWR,GSO,94,445,7,43,2013-01-02T12:00:00Z
2013,1,2,757,800,-3,1058,1127,-29,DL,1843,N918DL,JFK,MIA,155,1089,8,0,2013-01-02T13:00:00Z
2013,1,2,810,800,10,1008,1014,-6,DL,2119,N358NW,LGA,MSP,142,1020,8,0,2013-01-02T13:00:00Z
2013,1,2,820,820,0,1259,1310,-11,B6,717,N507JB,JFK,SJU,187,1598,8,20,2013-01-02T13:00:00Z
2013,1,2,822,823,-1,1206,1135,31,UA,1218,N39728,EWR,DFW,259,1372,8,23,2013-01-02T13:00:00Z
2013,1,2,822,823,-1,1142,1143,-1,UA,1067,N73259,EWR,LAX,343,2454,8,23,2013-01-02T13:00:00Z
2013,1,2,828,835,-7,952,1007,-15,9E,3383,N901XJ,JFK,DCA,42,213,8,35,2013-01-02T13:00:00Z
2013,1,2,829,831,-2,938,954,-16,EV,4138,N13988,EWR,ROC,47,246,8,31,2013-01-02T13:00:00Z
2013,1,2,837,845,-8,1403,1350,13,AA,1357,N5FMAA,JFK,SJU,200,1598,8,45,2013-01-02T13:00:00Z
2013,1,2,839,800,39,1205,1144,21,UA,397,N554UA,JFK,SFO,349,2586,8,0,2013-01-02T13:00:00Z
2013,1,2,845,845,0,1154,1205,-11,B6,553,N564JB,EWR,RSW,171,1068,8,45,2013-01-02T13:00:00Z
2013,1,2,855,900,-5,1225,1220,5,AA,1,N336AA,JFK,LAX,336,2475,9,0,2013-01-02T14:00:00Z
2013,1,2,857,900,-3,1041,1110,-29,MQ,4478,N856MQ,LGA,DTW,80,502,9,0,2013-01-02T14:00:00Z
2013,1,2,901,903,-2,1016,1045,-29,UA,235,N451UA,EWR,ORD,107,719,9,3,2013-01-02T14:00:00Z
2013,1,2,912,905,7,1114,1120,-6,DL,181,N359NB,LGA,DTW,92,502,9,5,2013-01-02T14:00:00Z
2013,1,2,923,929,-6,1431,1421,10,B6,215,N589JB,EWR,SJU,209,1608,9,29,2013-01-02T14:00:00Z
2013,1,2,926,930,-4,1209,1225,-16,VX,251,N838VA,JFK,LAS,308,2248,9,30,2013-01-02T14:00:00Z
2013,1,2,944,929,15,1054,1042,12,EV,4636,N13969,EWR,DCA,45,199,9,29,2013-01-02T14:00:00Z
2013,1,2,1014,1010,4,1128,1140,-12,MQ,3795,N515MQ,EWR,ORD,112,719,10,10,2013-01-02T15:00:00Z
2013,1,2,1014,1015,-1,1215,1210,5,US,1103,N560UW,EWR,CLT,104,529,10,15,2013-01-02T15:00:00Z
2013,1,2,1023,1020,3,1330,1330,0,AA,731,N3DFAA,LGA,DFW,225,1389,10,20,2013-01-02T15:00:00Z
2013,1,2,1043,1043,0,1336,1332,4,B6,545,N608JB,EWR,PBI,148,1023,10,43,2013-01-02T15:00:00Z
2013,1,2,1043,1030,13,1156,1202,-6,UA,375,N811UA,EWR,ORD,111,719,10,30,2013-01-02T15:00:00Z
2013,1,2,1056,1100,-4,1207,1215,-8,MQ,3792,N546MQ,JFK,DCA,54,213,11,0,2013-01-02T16:00:00Z
2013,1,2,1057,1100,-3,1343,1431,-48,B6,641,N784JB,JFK,SFO,330,2586,11,0,2013-01-02T16:00:00Z
2013,1,2,1111,1059,12,1437,1420,17,DL,2071,N370NW,LGA,MIA,167,1096,10,59,2013-01-02T15:00:00Z
2013,1,2,1125,1020,65,1309,1223,46,EV,5026,N738EV,EWR,DTW,86,488,10,20,2013-01-02T15:00:00Z
2013,1,2,1126,1125,1,1333,1325,8,WN,316,N258WN,LGA,STL,162,888,11,25,2013-01-02T16:00:00Z
2013,1,2,1141,1145,-4,1411,1408,3,DL,401,N325NB,EWR,ATL,128,746,11,45,2013-01-02T16:00:00Z
2013,1,2,1200,1145,15,1418,1335,43,WN,3018,N364SW,EWR,STL,176,872,11,45,2013-01-02T16:00:00Z
2013,1,2,1220,1229,-9,1513,1526,-13,B6,27,N203JB,JFK,TPA,161,1005,12,29,2013-01-02T17:00:00Z
2013,1,2,1230,1235,-5,1408,1415,-7,MQ,4404,N837MQ,JFK,RDU,85,427,12,35,2013-01-02T17:00:00Z
2013,1,2,1234,1225,9,1354,1348,6,B6,66,N304JB,JFK,BUF,63,301,12,25,2013-01-02T17:00:00Z
2013,1,2,1236,1200,36,1417,1330,47,MQ,4601,N502MQ,LGA,BNA,139,764,12,0,2013-01-02T17:00:00Z
2013,1,2,1240,1245,-5,1521,1616,-55,DL,2174,N3751B,JFK,SLC,264,1990,12,45,2013-01-02T17:00:00Z
2013,1,2,1244,900,224,1431,1104,207,EV,4412,N13958,EWR,MYR,94,550,9,0,2013-01-02T14:00:00Z
2013,1,2,1324,1330,-6,1552,1605,-13,DL,2043,N324US,JFK,ATL,130,760,13,30,2013-01-02T18:00:00Z
2013,1,2,1339,1325,14,1617,1542,35,EV,4417,N17108,EWR,OMA,200,1134,13,25,2013-01-02T18:00:00Z
2013,1,2,1341,1320,21,1548,1504,44,EV,3832,N12996,EWR,STL,174,872,13,20,2013-01-02T18:00:00Z
2013,1,2,1345,1240,65,1642,1555,47,AA,2041,N5CYAA,JFK,MIA,159,1089,12,40,2013-01-02T17:00:00Z
2013,1,2,1347,1345,2,1509,1510,-1,WN,2967,N917WN,LGA,MDW,123,725,13,45,2013-01-02T18:00:00Z
2013,1,2,1352,1310,42,1509,1431,38,EV,4497,N14920,EWR,RIC,61,277,13,10,2013-01-02T18:00:00Z
2013,1,2,1442,1430,12,1800,1752,8,DL,1531,N378NW,LGA,RSW,178,1080,14,30,2013-01-02T19:00:00Z
2013,1,2,1452,1457,-5,1733,1730,3,B6,119,N279JB,JFK,MSY,196,1182,14,57,2013-01-02T19:00:00Z
2013,1,2,1456,1459,-3,1715,1647,28,EV,3806,N11548,EWR,STL,177,872,14,59,2013-01-02T19:00:00Z
2013,1,2,1457,1459,-2,1628,1645,-17,B6,1053,N178JB,JFK,PIT,71,340,14,59,2013-01-02T19:00:00Z
2013,1,2,1500,1500,0,1608,1613,-5,US,2132,N945UW,LGA,BOS,41,184,15,0,2013-01-02T20:00:00Z
2013,1,2,1504,1443,21,1607,1553,14,UA,984,N481UA,EWR,BOS,44,200,14,43,2013-01-02T19:00:00Z
2013,1,2,1513,1458,15,1827,1816,11,UA,1483,N79521,EWR,AUS,239,1504,14,58,2013-01-02T19:00:00Z
2013,1,2,1527,1510,17,1736,1710,26,MQ,4579,N527MQ,LGA,CLT,91,544,15,10,2013-01-02T20:00:00Z
2013,1,2,1533,1520,13,1824,1815,9,UA,289,N479UA,EWR,MCO,150,937,15,20,2013-01-02T20:00:00Z
2013,1,2,1540,1545,-5,2047,2039,8,B6,703,N618JB,JFK,SJU,195,1598,15,45,2013-01-02T20:00:00Z
2013,1,2,1542,1540,2,1805,1748,17,9E,3338,N933XJ,JFK,ORD,150,740,15,40,2013-01-02T20:00:00Z
2013,1,2,1600,1553,7,1704,1710,-6,UA,479,N802UA,EWR,BOS,38,200,15,53,2013-01-02T20:00:00Z
2013,1,2,1601,1600,1,1803,1734,29,9E,3331,N922XJ,JFK,BOS,46,187,16,0,2013-01-02T21:00:00Z
2013,1,2,1603,1605,-2,1817,1750,27,MQ,4415,N737MQ,LGA,RDU,76,431,16,5,2013-01-02T21:00:00Z
2013,1,2,1609,1453,76,1710,1603,67,EV,4372,N11547,EWR,DCA,41,199,14,53,2013-01-02T19:00:00Z
2013,1,2,1618,1516,62,1913,1825,48,UA,315,N541UA,EWR,SFO,333,2565,15,16,2013-01-02T20:00:00Z
2013,1,2,1619,1615,4,1839,1825,14,DL,2231,N988DL,LGA,DTW,97,502,16,15,2013-01-02T21:00:00Z
2013,1,2,1624,1610,14,1939,1919,20,UA,1587,N26215,EWR,RSW,166,1068,16,10,2013-01-02T21:00:00Z
2013,1,2,1625,1444,101,1744,1602,102,EV,4292,N22909,EWR,IAD,57,212,14,44,2013-01-02T19:00:00Z
2013,1,2,1627,1630,-3,1805,1810,-5,UA,1051,N15712,EWR,CLE,75,404,16,30,2013-01-02T21:00:00Z
2013,1,2,1632,1630,2,1838,1835,3,WN,864,N450WN,LGA,STL,152,888,16,30,2013-01-02T21:00:00Z
2013,1,2,1655,1700,-5,2026,2049,-23,DL,31,N727TW,JFK,SFO,343,2586,17,0,2013-01-02T22:00:00Z
2013,1,2,1658,1700,-2,1857,1850,7,WN,3358,N442WN,EWR,STL,159,872,17,0,2013-01-02T22:00:00Z
2013,1,2,1701,1700,1,2031,1955,36,AA,257,N3BTAA,JFK,LAS,331,2248,17,0,2013-01-02T22:00:00Z
2013,1,2,1724,1725,-1,2116,2105,11,DL,513,N712TW,JFK,LAX,381,2475,17,25,2013-01-02T22:00:00Z
2013,1,2,1727,1730,-3,1920,1926,-6,US,449,N668AW,EWR,CLT,91,529,17,30,2013-01-02T22:00:00Z
2013,1,2,1732,1734,-2,1850,1852,-2,B6,74,N519JB,JFK,BTV,52,266,17,34,2013-01-02T22:00:00Z
2013,1,2,1744,1745,-1,2035,2040,-5,B6,9,N569JB,JFK,MCO,153,944,17,45,2013-01-02T22:00:00Z
2013,1,2,1748,1716,32,1938,1853,45,UA,1177,N87513,EWR,ORD,134,719,17,16,2013-01-02T22:00:00Z
2013,1,2,1754,1639,75,1936,1816,80,EV,4702,N12567,EWR,GSO,83,445,16,39,2013-01-02T21:00:00Z
2013,1,2,1759,1644,75,1902,1753,69,EV,4180,N21154,EWR,MHT,39,209,16,44,2013-01-02T21:00:00Z
2013,1,2,1803,1810,-7,2005,2027,-22,DL,2019,N927DA,LGA,MSP,144,1020,18,10,2013-01-02T23:00:00Z
2013,1,2,1805,1810,-5,1946,1945,1,MQ,4484,N725MQ,LGA,BNA,134,764,18,10,2013-01-02T23:00:00Z
2013,1,2,1810,1655,75,2146,2000,106,WN,2529,N901WN,EWR,HOU,243,1411,16,55,2013-01-02T21:00:00Z
2013,1,2,1825,1810,15,2022,2003,19,UA,597,N808UA,EWR,ORD,137,719,18,10,2013-01-02T23:00:00Z
2013,1,2,1828,1830,-2,2029,2055,-26,DL,924,N346NB,JFK,MSP,151,1029,18,30,2013-01-02T23:00:00Z
2013,1,2,1828,1828,0,2153,2144,9,UA,1075,N12216,EWR,SNA,350,2434,18,28,2013-01-02T23:00:00Z
2013,1,2,1830,1815,15,2103,2050,13,DL,926,N308DE,EWR,ATL,122,746,18,15,2013-01-02T23:00:00Z
2013,1,2,1852,1855,-3,2351,2355,-4,AA,1613,N5DRAA,JFK,SJU,191,1598,18,55,2013-01-02T23:00:00Z
2013,1,2,1854,1900,-6,2024,2016,8,EV,5714,N836AS,JFK,IAD,53,228,19,0,2013-01-03T00:00:00Z
2013,1,2,1908,1910,-2,2227,2252,-25,UA,1059,N73299,EWR,SFO,344,2565,19,10,2013-01-03T00:00:00Z
2013,1,2,1918,1925,-7,2200,2205,-5,DL,1715,N335NB,LGA,MSY,197,1183,19,25,2013-01-03T00:00:00Z
2013,1,2,1920,1910,10,2055,2055,0,MQ,4569,N856MQ,LGA,RDU,80,431,19,10,2013-01-03T00:00:00Z
2013,1,2,1952,1859,53,2227,2153,34,B6,711,N746JB,JFK,LAS,300,2248,18,59,2013-01-02T23:00:00Z
2013,1,2,1954,1920,34,2128,2100,28,AA,359,N3DEAA,LGA,ORD,130,733,19,20,2013-01-03T00:00:00Z
2013,1,2,1955,1930,25,2151,2135,16,9E,3420,N915XJ,JFK,RDU,82,427,19,30,2013-01-03T00:00:00Z
2013,1,2,1956,2000,-4,2249,2243,6,DL,1147,N689DL,LGA,ATL,125,762,20,0,2013-01-03T01:00:00Z
2013,1,2,2003,1955,8,2309,2310,-1,AA,1709,N3CEAA,LGA,MIA,155,1096,19,55,2013-01-03T00:00:00Z
2013,1,2,2004,1955,9,2308,2306,2,UA,1680,N76528,EWR,MIA,164,1085,19,55,2013-01-03T00:00:00Z
2013,1,2,2005,1705,180,2126,1830,176,MQ,4410,N810MQ,JFK,DCA,49,213,17,5,2013-01-02T22:00:00Z
2013,1,2,2031,2035,-4,2353,2342,11,B6,629,N273JB,JFK,HOU,244,1428,20,35,2013-01-03T01:00:00Z
2013,1,2,2033,1959,34,2220,2144,36,MQ,4423,N818MQ,JFK,RDU,85,427,19,59,2013-01-03T00:00:00Z
2013,1,2,2051,1929,82,2256,2133,83,EV,4532,N14153,EWR,CHS,105,628,19,29,2013-01-03T00:00:00Z
2013,1,2,2115,2115,0,5,2357,8,B6,529,N766JB,EWR,MCO,146,937,21,15,2013-01-03T02:00:00Z
2013,1,2,2119,2110,9,2227,2223,4,EV,4119,N14168,EWR,RIC,50,277,21,10,2013-01-03T02:00:00Z
2013,1,2,2145,1925,140,54,2244,130,DL,2139,N368NW,LGA,MIA,159,1096,19,25,2013-01-03T00:00:00Z
2013,1,2,2303,2255,8,26,15,11,B6,112,N629JB,JFK,BUF,59,301,22,55,2013-01-03T03:00:00Z
2013,1,2,2309,2200,69,5,2307,58,EV,4485,N13123,EWR,BWI,37,169,22,0,2013-01-03T03:00:00Z
2013,1,2,NA,1540,NA,NA,1747,NA,EV,4352,N10575,EWR,CVG,NA,569,15,40,2013-01-02T20:00:00Z
2013,1,3,556,600,-4,900,858,2,B6,371,N508JB,LGA,FLL,163,1076,6,0,2013-01-03T11:00:00Z
2013,1,3,556,600,-4,700,659,1,US,1833,N957UW,LGA,PHL,31,96,6,0,2013-01-03T11:00:00Z
2013,1,3,557,601,-4,724,725,-1,EV,4708,N11548,EWR,MKE,124,725,6,1,2013-01-03T11:00:00Z
2013,1,3,606,610,-4,915,915,0,AA,1837,N3FYAA,LGA,MIA,167,1096,6,10,2013-01-03T11:00:00Z
2013,1,3,607,610,-3,756,818,-22,EV,4941,N755EV,EWR,MSP,144,1008,6,10,2013-01-03T11:00:00Z
2013,1,3,639,640,-1,917,900,17,EV,4122,N18556,EWR,SDF,138,642,6,40,2013-01-03T11:00:00Z
2013,1,3,644,645,-1,847,918,-31,UA,338,N533UA,LGA,DEN,217,1620,6,45,2013-01-03T11:00:00Z
2013,1,3,653,655,-2,952,1030,-38,DL,1415,N3764D,JFK,SLC,272,1990,6,55,2013-01-03T11:00:00Z
2013,1,3,657,659,-2,949,927,22,EV,4583,N13123,EWR,MSY,212,1167,6,59,2013-01-03T11:00:00Z
2013,1,3,701,659,2,903,859,4,EV,4246,N13550,EWR,DTW,95,488,6,59,2013-01-03T11:00:00Z
