year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,1,1,817,810,7,1005,948,17,B6,1051,N228JB,JFK,PIT,86,340,8,10,2013-01-01T13:00:00Z
2013,1,1,851,840,11,1215,1206,9,UA,1626,N39297,EWR,SAN,367,2425,8,40,2013-01-01T13:00:00Z
2013,1,1,852,855,-3,1046,1020,26,WN,3848,N777QC,EWR,MDW,146,711,8,55,2013-01-01T13:00:00Z
2013,1,1,853,845,8,1147,1145,2,B6,59,N184JB,JFK,TPA,159,1005,8,45,2013-01-01T13:00:00Z
2013,1,1,856,900,-4,1226,1220,6,AA,1,N324AA,JFK,LAX,358,2475,9,0,2013-01-01T14:00:00Z
2013,1,1,856,855,1,1140,1203,-23,UA,1296,N75426,EWR,PBI,150,1023,8,55,2013-01-01T13:00:00Z
2013,1,1,857,851,6,1157,1222,-25,UA,1670,N45440,EWR,SEA,343,2402,8,51,2013-01-01T13:00:00Z
2013,1,1,859,900,-1,1140,1204,-24,DL,1885,N360NB,LGA,MCO,140,950,9,0,2013-01-01T14:00:00Z
2013,1,1,905,905,0,1309,1229,40,B6,1061,N281JB,JFK,AUS,263,1521,9,5,2013-01-01T14:00:00Z
2013,1,1,908,915,-7,1004,1033,-29,US,1467,N959UW,LGA,PHL,32,96,9,15,2013-01-01T14:00:00Z
2013,1,1,931,930,1,1121,1108,13,UA,255,N479UA,LGA,ORD,154,733,9,30,2013-01-01T14:00:00Z
2013,1,1,933,937,-4,1057,1102,-5,B6,4,N503JB,JFK,BUF,66,301,9,37,2013-01-01T14:00:00Z
2013,1,1,933,935,-2,1120,1105,15,WN,3895,N487WN,LGA,MDW,145,725,9,35,2013-01-01T14:00:00Z
2013,1,1,937,940,-3,1238,1235,3,B6,361,N615JB,LGA,PBI,154,1035,9,40,2013-01-01T14:00:00Z
2013,1,1,953,959,-6,1141,1129,12,MQ,4670,N6EAMQ,LGA,BNA,144,764,9,59,2013-01-01T14:00:00Z
2013,1,1,956,1000,-4,1241,1241,0,DL,1847,N956DL,LGA,ATL,129,762,10,0,2013-01-01T15:00:00Z
2013,1,1,957,733,144,1056,853,123,UA,856,N534UA,EWR,BOS,37,200,7,33,2013-01-01T12:00:00Z
2013,1,1,1007,1010,-3,1147,1140,7,MQ,3795,N503MQ,EWR,ORD,131,719,10,10,2013-01-01T15:00:00Z
2013,1,1,1026,1030,-4,1351,1340,11,AA,19,N328AA,JFK,LAX,356,2475,10,30,2013-01-01T15:00:00Z
2013,1,1,1029,1030,-1,1427,1355,32,AA,179,N325AA,JFK,SFO,389,2586,10,30,2013-01-01T15:00:00Z
2013,1,1,1056,1059,-3,1203,1209,-6,EV,4479,N11544,EWR,PWM,51,284,10,59,2013-01-01T15:00:00Z
2013,1,1,1101,1043,18,1345,1332,13,B6,545,N630JB,EWR,PBI,145,1023,10,43,2013-01-01T15:00:00Z
2013,1,1,1155,1200,-5,1312,1315,-3,MQ,4425,N846MQ,JFK,DCA,57,213,12,0,2013-01-01T17:00:00Z
2013,1,1,1200,1200,0,1408,1356,12,US,1443,N755US,JFK,CLT,102,541,12,0,2013-01-01T17:00:00Z
2013,1,1,1205,1200,5,1503,1505,-2,UA,1461,N39418,EWR,IAH,221,1400,12,0,2013-01-01T17:00:00Z
2013,1,1,1206,1209,-3,1325,1328,-3,EV,4216,N14168,EWR,BUF,59,282,12,9,2013-01-01T17:00:00Z
2013,1,1,1217,1220,-3,1414,1350,24,MQ,3697,N517MQ,EWR,ORD,143,719,12,20,2013-01-01T17:00:00Z
2013,1,1,1258,1308,-10,1532,1537,-5,FL,348,N717JL,LGA,ATL,128,762,13,8,2013-01-01T18:00:00Z
2013,1,1,1301,1150,71,1518,1345,93,MQ,4646,N542MQ,LGA,MSP,170,1020,11,50,2013-01-01T16:00:00Z
2013,1,1,1314,1315,-1,1507,1505,2,US,1615,N177US,EWR,CLT,95,529,13,15,2013-01-01T18:00:00Z
2013,1,1,1318,1322,-4,1358,1416,-18,EV,4106,N19554,EWR,BDL,25,116,13,22,2013-01-01T18:00:00Z
2013,1,1,1327,1330,-3,1638,1655,-17,VX,411,N642VA,JFK,LAX,352,2475,13,30,2013-01-01T18:00:00Z
2013,1,1,1350,1355,-5,1456,1510,-14,B6,602,N216JB,JFK,PWM,49,273,13,55,2013-01-01T18:00:00Z
2013,1,1,1358,1350,8,1742,1715,27,US,688,N654AW,EWR,PHX,318,2133,13,50,2013-01-01T18:00:00Z
2013,1,1,1416,1411,5,1603,1549,14,UA,683,N456UA,EWR,ORD,136,719,14,11,2013-01-01T19:00:00Z
2013,1,1,1421,1430,-9,1724,1752,-28,DL,1531,N327NW,LGA,RSW,160,1080,14,30,2013-01-01T19:00:00Z
2013,1,1,1428,1329,59,1803,1640,83,B6,355,N635JB,JFK,BUR,371,2465,13,29,2013-01-01T18:00:00Z
2013,1,1,1456,1500,-4,1649,1632,17,UA,685,N802UA,LGA,ORD,140,733,15,0,2013-01-01T20:00:00Z
2013,1,1,1511,1500,11,1753,1742,11,DL,2347,N678DL,LGA,ATL,135,762,15,0,2013-01-01T20:00:00Z
2013,1,1,1512,1518,-6,1805,1823,-18,B6,153,N645JB,JFK,MCO,142,944,15,18,2013-01-01T20:00:00Z
2013,1,1,1521,1515,6,1830,1823,7,DL,507,N378NW,LGA,MCO,145,950,15,15,2013-01-01T20:00:00Z
2013,1,1,1522,1530,-8,1731,1725,6,MQ,4146,N902MQ,JFK,CMH,98,483,15,30,2013-01-01T20:00:00Z
2013,1,1,1523,1516,7,1831,1828,3,UA,1600,N18112,EWR,LAX,337,2454,15,16,2013-01-01T20:00:00Z
2013,1,1,1527,1533,-6,1836,1857,-21,B6,137,N794JB,JFK,RSW,168,1074,15,33,2013-01-01T20:00:00Z
2013,1,1,1528,1459,29,2002,1647,NA,EV,3806,N17108,EWR,STL,NA,872,14,59,2013-01-01T19:00:00Z
2013,1,1,1531,1459,32,1745,1658,47,EV,4572,N15912,EWR,GSP,106,594,14,59,2013-01-01T19:00:00Z
2013,1,1,1548,1420,88,1751,1620,91,MQ,4588,N6EAMQ,LGA,MSP,167,1020,14,20,2013-01-01T19:00:00Z
2013,1,1,1552,1600,-8,1732,1720,12,EV,5709,N825AS,LGA,IAD,55,229,16,0,2013-01-01T21:00:00Z
2013,1,1,1558,1600,-2,1910,1903,7,B6,509,N708JB,EWR,FLL,166,1065,16,0,2013-01-01T21:00:00Z
2013,1,1,1603,1550,13,1751,1739,12,B6,917,N316JB,JFK,ORD,150,740,15,50,2013-01-01T20:00:00Z
2013,1,1,1623,1620,3,2002,1959,3,US,35,N550UW,JFK,PHX,317,2153,16,20,2013-01-01T21:00:00Z
2013,1,1,1625,1550,35,2054,2050,4,AA,1635,N630AA,JFK,SJU,188,1598,15,50,2013-01-01T20:00:00Z
2013,1,1,1626,1630,-4,2007,1952,15,B6,675,N804JB,JFK,LAX,370,2475,16,30,2013-01-01T21:00:00Z
2013,1,1,1630,1636,-6,1913,1943,-30,B6,143,N534JB,JFK,PBI,147,1028,16,36,2013-01-01T21:00:00Z
2013,1,1,1631,1617,14,1740,1727,13,EV,4299,N14972,EWR,DCA,48,199,16,17,2013-01-01T21:00:00Z
2013,1,1,1637,1545,52,1858,1819,39,9E,3321,N604LR,JFK,MSP,173,1029,15,45,2013-01-01T20:00:00Z
2013,1,1,1650,1615,35,2009,1913,56,B6,985,N564JB,LGA,TPA,162,1010,16,15,2013-01-01T21:00:00Z
2013,1,1,1654,1644,10,1752,1753,-1,EV,4539,N27962,EWR,MHT,38,209,16,44,2013-01-01T21:00:00Z
2013,1,1,1655,1621,34,1804,1724,40,EV,3260,N19554,EWR,ALB,36,143,16,21,2013-01-01T21:00:00Z
2013,1,1,1705,1710,-5,1924,1915,9,US,1447,N188US,LGA,CLT,110,544,17,10,2013-01-01T22:00:00Z
2013,1,1,1712,1700,12,2042,2036,6,UA,635,N485UA,EWR,SAT,242,1569,17,0,2013-01-01T22:00:00Z
2013,1,1,1714,1720,-6,1915,1915,0,AA,1351,N3CVAA,JFK,ORD,146,740,17,20,2013-01-01T22:00:00Z
2013,1,1,1800,1800,0,1951,1954,-3,UA,1053,N16703,EWR,CLE,83,404,18,0,2013-01-01T23:00:00Z
2013,1,1,1802,1805,-3,1930,1944,-14,DL,1006,N359NB,LGA,BUF,61,292,18,5,2013-01-01T23:00:00Z
2013,1,1,1811,1759,12,2132,2118,14,UA,618,N482UA,EWR,DFW,228,1372,17,59,2013-01-01T22:00:00Z
2013,1,1,1826,1810,16,2132,2130,2,AA,1611,N3DWAA,LGA,MIA,153,1096,18,10,2013-01-01T23:00:00Z
2013,1,1,1826,1830,-4,2154,2207,-13,DL,1643,N3772H,JFK,SEA,334,2422,18,30,2013-01-01T23:00:00Z
2013,1,1,1832,1835,-3,2059,2103,-4,9E,3830,N8894A,JFK,CHS,106,636,18,35,2013-01-01T23:00:00Z
2013,1,1,1834,1840,-6,2027,2020,7,MQ,3730,N517MQ,EWR,ORD,137,719,18,40,2013-01-01T23:00:00Z
2013,1,1,1843,1850,-7,2052,2050,2,AA,2019,N594AA,LGA,STL,169,888,18,50,2013-01-01T23:00:00Z
2013,1,1,1849,1900,-11,2131,2129,2,FL,645,N920AT,LGA,ATL,134,762,19,0,2013-01-02T00:00:00Z
2013,1,1,1910,1909,1,2126,2046,40,EV,3807,N13978,EWR,BNA,159,748,19,9,2013-01-02T00:00:00Z
2013,1,1,1939,1940,-1,2238,2240,-2,AA,1787,N3EGAA,JFK,TPA,158,1005,19,40,2013-01-02T00:00:00Z
2013,1,1,1945,1940,5,2247,2231,16,9E,3361,N913XJ,JFK,JAX,129,828,19,40,2013-01-02T00:00:00Z
2013,1,1,1952,1930,22,2358,2207,NA,EV,4333,N11194,EWR,TUL,NA,1215,19,30,2013-01-02T00:00:00Z
2013,1,1,1957,2000,-3,2321,2310,11,UA,299,N817UA,EWR,DFW,233,1372,20,0,2013-01-02T01:00:00Z
2013,1,1,2003,2000,3,2302,2311,-9,UA,1680,N11206,EWR,MIA,154,1085,20,0,2013-01-02T01:00:00Z
2013,1,1,2008,2015,-7,2206,2210,-4,MQ,4555,N734MQ,LGA,CMH,91,479,20,15,2013-01-02T01:00:00Z
2013,1,1,2026,1955,31,2205,2120,45,WN,195,N957WN,EWR,MDW,134,711,19,55,2013-01-02T00:00:00Z
2013,1,1,2030,2030,0,2308,2258,10,B6,115,N267JB,JFK,MSY,195,1182,20,30,2013-01-02T01:00:00Z
2013,1,1,2033,2034,-1,2134,2151,-17,UA,994,N486UA,EWR,BOS,35,200,20,34,2013-01-02T01:00:00Z
2013,1,1,2046,2050,-4,2328,2356,-28,UA,926,N414UA,EWR,MCO,136,937,20,50,2013-01-02T01:00:00Z
2013,1,1,2120,2130,-10,16,18,-2,B6,383,N603JB,LGA,FLL,160,1076,21,30,2013-01-02T02:00:00Z
2013,1,1,2158,2200,-2,2254,2307,-13,EV,4103,N14998,EWR,BWI,36,169,22,0,2013-01-02T03:00:00Z
2013,1,1,2224,2200,24,2324,2316,8,EV,4206,N16561,EWR,PWM,47,284,22,0,2013-01-02T03:00:00Z
2013,1,1,2229,2159,30,149,100,49,B6,11,N531JB,JFK,FLL,153,1069,21,59,2013-01-02T02:00:00Z
2013,1,1,2307,2245,22,32,2357,35,B6,128,N178JB,JFK,BTV,59,266,22,45,2013-01-02T03:00:00Z
2013,1,1,2312,2000,192,21,2110,191,EV,4312,N13958,EWR,DCA,44,199,20,0,2013-01-02T01:00:00Z
2013,1,1,2326,2130,116,131,18,73,B6,199,N594JB,JFK,LAS,290,2248,21,30,2013-01-02T02:00:00Z
2013,1,1,2343,1724,379,314,1938,456,EV,4321,N21197,EWR,MCI,222,1092,17,24,2013-01-01T22:00:00Z
2013,1,2,558,600,-2,838,815,23,FL,345,N896AT,LGA,ATL,129,762,6,0,2013-01-02T11:00:00Z
2013,1,2,558,600,-2,916,931,-15,UA,303,N505UA,JFK,SFO,341,2586,6,0,2013-01-02T11:00:00Z
2013,1,2,603,600,3,733,745,-12,AA,301,N3CRAA,LGA,ORD,118,733,6,0,2013-01-02T11:00:00Z
2013,1,2,612,615,-3,1053,1100,-7,B6,709,N629JB,JFK,SJU,191,1598,6,15,2013-01-02T11:00:00Z
2013,1,2,624,600,24,908,825,43,MQ,4650,N513MQ,LGA,ATL,138,762,6,0,2013-01-02T11:00:00Z
2013,1,2,629,615,14,746,735,11,EV,4144,N15574,EWR,IAD,51,212,6,15,2013-01-02T11:00:00Z
2013,1,2,636,637,-1,1012,955,17,UA,1276,N38727,EWR,AUS,248,1504,6,37,2013-01-02T11:00:00Z
2013,1,2,641,647,-6,804,810,-6,B6,102,N766JB,JFK,BUF,60,301,6,47,2013-01-02T11:00:00Z
2013,1,2,649,655,-6,951,1030,-39,DL,1415,N374DA,JFK,SLC,274,1990,6,55,2013-01-02T11:00:00Z
2013,1,2,659,700,-1,959,1025,-26,VX,399,N626VA,JFK,LAX,330,2475,7,0,2013-01-02T12:00:00Z
2013,1,2,705,710,-5,827,850,-23,MQ,3737,N512MQ,EWR,ORD,115,719,7,10,2013-01-02T12:00:00Z
2013,1,2,712,700,12,844,832,12,UA,1223,N76254,LGA,ORD,127,733,7,0,2013-01-02T12:00:00Z
2013,1,2,714,715,-1,1026,1035,-9,AA,825,N3BAAA,JFK,FLL,161,1069,7,15,2013-01-02T12:00:00Z
2013,1,2,739,735,4,1033,1031,2,UA,1296,N19117,EWR,MCO,144,937,7,35,2013-01-02T12:00:00Z
2013,1,2,750,725,25,1048,1020,28,UA,1724,N79521,EWR,PBI,151,1023,7,25,2013-01-02T12:00:00Z
2013,1,2,752,800,-8,912,918,-6,EV,4233,N21130,EWR,BTV,49,266,8,0,2013-01-02T13:00:00Z
2013,1,2,827,835,-8,1059,1105,-6,MQ,4610,N0EGMQ,LGA,ATL,124,762,8,35,2013-01-02T13:00:00Z
2013,1,2,833,558,155,1018,727,171,UA,651,N448UA,EWR,ORD,129,719,5,58,2013-01-02T10:00:00Z
2013,1,2,837,840,-3,1027,1030,-3,MQ,4521,N722MQ,LGA,RDU,83,431,8,40,2013-01-02T13:00:00Z
2013,1,2,900,900,0,1203,1207,-4,DL,1885,N988DL,LGA,MCO,148,950,9,0,2013-01-02T14:00:00Z
2013,1,2,928,905,23,1331,1229,62,B6,1061,N184JB,JFK,AUS,251,1521,9,5,2013-01-02T14:00:00Z
2013,1,2,954,1001,-7,1108,1128,-20,EV,5736,N825AS,LGA,IAD,49,229,10,1,2013-01-02T15:00:00Z
2013,1,2,1025,1030,-5,1219,1215,4,MQ,4471,N739MQ,LGA,RDU,90,431,10,30,2013-01-02T15:00:00Z
2013,1,2,1033,929,64,1235,1132,63,EV,4175,N13914,EWR,AVL,100,583,9,29,2013-01-02T14:00:00Z
2013,1,2,1043,1045,-2,1259,1252,7,DL,1573,N318NB,LGA,MEM,168,963,10,45,2013-01-02T15:00:00Z
2013,1,2,1050,1036,14,1413,1345,28,UA,1060,N73275,EWR,RSW,172,1068,10,36,2013-01-02T15:00:00Z
2013,1,2,1053,1100,-7,1147,1212,-25,US,2124,N945UW,LGA,BOS,34,184,11,0,2013-01-02T16:00:00Z
2013,1,2,1134,1123,11,1449,1425,24,B6,1,N506JB,JFK,FLL,175,1069,11,23,2013-01-02T16:00:00Z
2013,1,2,1152,1150,2,1452,1459,-7,DL,2185,N342NB,LGA,TPA,153,1010,11,50,2013-01-02T16:00:00Z
2013,1,2,1156,1200,-4,1509,1529,-20,DL,863,N624AG,JFK,LAX,348,2475,12,0,2013-01-02T17:00:00Z
2013,1,2,1209,1212,-3,1451,1440,11,UA,1492,N14214,EWR,DEN,246,1605,12,12,2013-01-02T17:00:00Z
2013,1,2,1222,1207,15,1329,1314,15,EV,4347,N14972,EWR,BTV,48,266,12,7,2013-01-02T17:00:00Z
2013,1,2,1239,1200,39,1429,1342,47,EV,4147,N36915,EWR,CMH,95,463,12,0,2013-01-02T17:00:00Z
2013,1,2,1239,1220,19,1328,1320,8,WN,1672,N941WN,EWR,BWI,36,169,12,20,2013-01-02T17:00:00Z
2013,1,2,1249,1245,4,1555,1550,5,AA,745,N3FBAA,LGA,DFW,226,1389,12,45,2013-01-02T17:00:00Z
2013,1,2,1256,1300,-4,1526,1518,8,DL,1869,N334NB,LGA,CVG,110,585,13,0,2013-01-02T18:00:00Z
2013,1,2,1256,1225,31,1409,1345,24,WN,408,N936WN,EWR,MDW,114,711,12,25,2013-01-02T17:00:00Z
2013,1,2,1258,1255,3,1537,1535,2,WN,1251,N291WN,LGA,DEN,258,1620,12,55,2013-01-02T17:00:00Z
2013,1,2,1305,1300,5,1442,1440,2,AA,329,N581AA,LGA,ORD,135,733,13,0,2013-01-02T18:00:00Z
2013,1,2,1338,1340,-2,1631,1626,5,B6,525,N187JB,EWR,MCO,148,937,13,40,2013-01-02T18:00:00Z
2013,1,2,1343,1345,-2,1702,1646,16,DL,1685,N362NW,LGA,MCO,150,950,13,45,2013-01-02T18:00:00Z
2013,1,2,1358,1315,43,1550,1520,30,MQ,4564,N856MQ,LGA,DTW,83,502,13,15,2013-01-02T18:00:00Z
2013,1,2,1412,1420,-8,1520,1550,-30,MQ,3728,N512MQ,EWR,ORD,111,719,14,20,2013-01-02T19:00:00Z
2013,1,2,1422,1411,11,1609,1550,19,UA,1187,N13750,EWR,ORD,135,719,14,11,2013-01-02T19:00:00Z
2013,1,2,1430,1435,-5,1754,1820,-26,DL,1322,N721TW,JFK,SFO,347,2586,14,35,2013-01-02T19:00:00Z
2013,1,2,1438,1323,75,1651,1526,85,EV,4516,N14916,EWR,MEM,179,946,13,23,2013-01-02T18:00:00Z
2013,1,2,1451,1457,-6,1755,1801,-6,B6,141,N508JB,JFK,PBI,157,1028,14,57,2013-01-02T19:00:00Z
2013,1,2,1451,1440,11,1715,1643,32,DL,1231,N320US,LGA,DTW,91,502,14,40,2013-01-02T19:00:00Z
2013,1,2,1456,1500,-4,1826,1825,1,AA,1925,N3GDAA,LGA,MIA,161,1096,15,0,2013-01-02T20:00:00Z
2013,1,2,1459,1500,-1,1822,1742,40,DL,2347,N521US,LGA,ATL,126,762,15,0,2013-01-02T20:00:00Z
2013,1,2,1513,1517,-4,1814,1811,3,B6,537,N645JB,EWR,TPA,161,997,15,17,2013-01-02T20:00:00Z
2013,1,2,1524,1530,-6,1658,1655,3,9E,3369,N915XJ,JFK,BWI,41,184,15,30,2013-01-02T20:00:00Z
2013,1,2,1529,1515,14,1709,1700,9,MQ,4333,N636MQ,JFK,PIT,71,340,15,15,2013-01-02T20:00:00Z
2013,1,2,1531,1530,1,1844,1842,2,DL,1935,N360NW,LGA,TPA,156,1010,15,30,2013-01-02T20:00:00Z
2013,1,2,1536,1540,-4,1850,1851,-1,DL,4,N385DN,JFK,MCO,150,944,15,40,2013-01-02T20:00:00Z
2013,1,2,1543,1544,-1,1743,1734,9,UA,317,N452UA,LGA,CLE,79,419,15,44,2013-01-02T20:00:00Z
2013,1,2,1550,1550,0,1824,1739,45,B6,917,N228JB,JFK,ORD,151,740,15,50,2013-01-02T20:00:00Z
2013,1,2,1557,1600,-3,1935,1915,20,AA,565,N3CKAA,JFK,DFW,230,1391,16,0,2013-01-02T21:00:00Z
2013,1,2,1558,1600,-2,1746,1743,3,UA,1215,N16732,LGA,ORD,125,733,16,0,2013-01-02T21:00:00Z
2013,1,2,1602,1605,-3,1843,1912,-29,DL,91,N375DA,JFK,LAS,320,2248,16,5,2013-01-02T21:00:00Z
2013,1,2,1604,1555,9,1735,1715,20,B6,12,N273JB,JFK,SYR,48,209,15,55,2013-01-02T20:00:00Z
2013,1,2,1628,1615,13,1853,1830,23,DL,1619,N312US,LGA,MSP,156,1020,16,15,2013-01-02T21:00:00Z
2013,1,2,1629,1630,-1,1905,1944,-39,UA,985,N530UA,EWR,SAN,319,2425,16,30,2013-01-02T21:00:00Z
2013,1,2,1642,1504,98,1757,1621,96,EV,4390,N15555,EWR,PWM,58,284,15,4,2013-01-02T20:00:00Z
2013,1,2,1652,1652,0,2039,2030,9,UA,1078,N75426,EWR,SAT,260,1569,16,52,2013-01-02T21:00:00Z
2013,1,2,1710,1526,104,1857,1655,122,EV,4502,N21537,EWR,BNA,148,748,15,26,2013-01-02T20:00:00Z
2013,1,2,1714,1555,79,1837,1715,82,WN,2521,N483WN,EWR,MDW,127,711,15,55,2013-01-02T20:00:00Z
2013,1,2,1717,1645,32,2033,2005,28,AA,181,N338AA,JFK,LAX,335,2475,16,45,2013-01-02T21:00:00Z
2013,1,2,1719,1725,-6,1857,1855,2,MQ,4255,N605MQ,JFK,BNA,134,765,17,25,2013-01-02T22:00:00Z
2013,1,2,1728,1515,133,1843,1632,131,EV,4133,N13975,EWR,IAD,48,212,15,15,2013-01-02T20:00:00Z
2013,1,2,1729,1720,9,2040,2021,19,UA,1125,N34131,EWR,IAH,226,1400,17,20,2013-01-02T22:00:00Z
2013,1,2,1738,1740,-2,2028,2112,-44,DL,1339,N3754A,JFK,PDX,322,2454,17,40,2013-01-02T22:00:00Z
2013,1,2,1740,1725,15,2026,2021,5,UA,1109,N77258,EWR,MCO,143,937,17,25,2013-01-02T22:00:00Z
2013,1,2,1742,1745,-3,2123,2055,28,AA,785,N3JPAA,LGA,DFW,245,1389,17,45,2013-01-02T22:00:00Z
2013,1,2,1748,1720,28,1927,1905,22,MQ,4479,N730MQ,LGA,RDU,85,431,17,20,2013-01-02T22:00:00Z
2013,1,2,1802,1620,102,2146,1959,107,US,35,N510UW,JFK,PHX,312,2153,16,20,2013-01-02T21:00:00Z
2013,1,2,1807,1745,22,2110,2042,28,B6,547,N603JB,EWR,PBI,150,1023,17,45,2013-01-02T22:00:00Z
2013,1,2,1833,1829,4,2147,2136,11,UA,1292,N38403,EWR,FLL,161,1065,18,29,2013-01-02T23:00:00Z
2013,1,2,1840,1845,-5,1953,2024,-31,DL,904,N319NB,JFK,BOS,38,187,18,45,2013-01-02T23:00:00Z
2013,1,2,1848,1820,28,2208,2150,18,AA,119,N3DNAA,EWR,LAX,349,2454,18,20,2013-01-02T23:00:00Z
2013,1,2,1849,1724,85,2235,1938,NA,EV,4321,N14998,EWR,MCI,NA,1092,17,24,2013-01-02T22:00:00Z
2013,1,2,1905,1909,-4,2053,2046,7,EV,3807,N13903,EWR,BNA,143,748,19,9,2013-01-03T00:00:00Z
2013,1,2,1905,1905,0,2216,2225,-9,AA,21,N339AA,JFK,LAX,333,2475,19,5,2013-01-03T00:00:00Z
2013,1,2,1907,1815,52,2137,2052,45,DL,884,N327NW,LGA,DEN,238,1620,18,15,2013-01-02T23:00:00Z
2013,1,2,1909,1621,168,2116,1816,180,EV,4092,N13553,EWR,DAY,102,533,16,21,2013-01-02T21:00:00Z
2013,1,2,1922,1900,22,2224,2238,-14,DL,1967,N965DL,JFK,MIA,158,1089,19,0,2013-01-03T00:00:00Z
2013,1,2,1929,1930,-1,2236,2243,-7,DL,2370,N342NB,LGA,PBI,154,1035,19,30,2013-01-03T00:00:00Z
2013,1,2,1940,1909,31,2226,2122,64,EV,4085,N12135,EWR,OMA,208,1134,19,9,2013-01-03T00:00:00Z
2013,1,2,1941,1929,12,2240,2228,12,UA,1444,N76516,EWR,TPA,158,997,19,29,2013-01-03T00:00:00Z
2013,1,2,1946,1940,6,2215,2231,-16,9E,3361,N906XJ,JFK,JAX,128,828,19,40,2013-01-03T00:00:00Z
2013,1,2,2026,2025,1,2329,2337,-8,UA,1482,N54241,EWR,DFW,221,1372,20,25,2013-01-03T01:00:00Z
2013,1,2,2048,2055,-7,2239,2250,-11,MQ,4573,N734MQ,LGA,DTW,85,502,20,55,2013-01-03T01:00:00Z
2013,1,2,2111,2050,21,2211,2204,7,UA,1108,N13248,EWR,BOS,41,200,20,50,2013-01-03T01:00:00Z
2013,1,2,2124,2110,14,153,157,-4,UA,1575,N74856,EWR,SJU,190,1608,21,10,2013-01-03T02:00:00Z
2013,1,2,2131,1512,379,2340,1741,359,UA,488,N593UA,LGA,DEN,228,1620,15,12,2013-01-02T20:00:00Z
2013,1,2,2150,2155,-5,2333,2337,-4,B6,1109,N239JB,JFK,RDU,83,427,21,55,2013-01-03T02:00:00Z
2013,1,2,2225,2229,-4,300,315,-15,B6,713,N639JB,JFK,SJU,191,1598,22,29,2013-01-03T03:00:00Z
2013,1,3,32,2359,33,504,442,22,B6,707,N763JB,JFK,SJU,193,1598,23,59,2013-01-04T04:00:00Z
2013,1,3,556,600,-4,735,716,19,EV,4201,N13995,EWR,IAD,56,212,6,0,2013-01-03T11:00:00Z
2013,1,3,600,600,0,736,745,-9,AA,301,N3ALAA,LGA,ORD,132,733,6,0,2013-01-03T11:00:00Z
2013,1,3,601,600,1,730,730,0,WN,959,N8329B,LGA,MDW,129,725,6,0,2013-01-03T11:00:00Z
2013,1,3,628,630,-2,905,845,20,EV,3849,N14558,EWR,CLT,98,529,6,30,2013-01-03T11:00:00Z
2013,1,3,655,700,-5,1023,1019,4,DL,2003,N926DL,LGA,MIA,168,1096,7,0,2013-01-03T12:00:00Z
2013,1,3,706,705,1,1013,1001,12,UA,1524,N38727,EWR,MCO,158,937,7,5,2013-01-03T12:00:00Z
2013,1,3,707,715,-8,1204,1206,-2,B6,715,N588JB,JFK,SJU,190,1598,7,15,2013-01-03T12:00:00Z
2013,1,3,724,729,-5,1059,1039,20,B6,1601,N593JB,LGA,RSW,184,1080,7,29,2013-01-03T12:00:00Z
2013,1,3,727,730,-3,1035,1040,-5,AA,2083,N556AA,EWR,DFW,226,1372,7,30,2013-01-03T12:00:00Z
2013,1,3,740,740,0,1034,1044,-10,UA,759,N470UA,EWR,TPA,158,997,7,40,2013-01-03T12:00:00Z
